YEAR,ST_CASE,PERSONS,HOUR,SCH_BUS,HIT_RUN,MOD_YEAR,DEATHS,DR_DRINK
1976,10640,3,20,0.0,0,1973.0,0.0,0.0
1976,10641,4,16,0.0,0,1975.0,0.0,0.0
1976,10641,4,16,0.0,0,1964.0,0.0,0.0
1976,10642,4,9,0.0,0,1973.0,0.0,0.0
1976,10642,4,9,0.0,0,1974.0,0.0,0.0
1976,10643,1,22,0.0,0,1968.0,0.0,0.0
1976,10644,1,15,0.0,0,1970.0,0.0,0.0
1976,10644,1,15,0.0,0,1965.0,0.0,0.0
1976,10644,1,15,0.0,0,1966.0,0.0,0.0
1976,10644,1,15,0.0,0,1976.0,0.0,0.0
1976,10645,3,21,0.0,0,1969.0,0.0,0.0
1976,10646,6,18,0.0,0,1971.0,0.0,0.0
1976,10647,2,14,0.0,0,1969.0,0.0,0.0
1976,10647,2,14,0.0,0,1974.0,0.0,0.0
1976,10649,5,12,0.0,0,1960.0,0.0,0.0
1976,10650,4,12,0.0,0,1972.0,0.0,0.0
1976,10651,3,11,0.0,0,1972.0,0.0,1.0
1976,10652,2,15,0.0,0,1969.0,0.0,0.0
1976,10652,2,15,0.0,0,1970.0,0.0,0.0
1976,10653,1,1,0.0,0,1966.0,0.0,0.0
1976,10654,4,3,0.0,0,1969.0,0.0,0.0
1976,10654,4,3,0.0,0,1973.0,0.0,0.0
1976,10654,4,3,0.0,0,1974.0,0.0,0.0
1976,10655,6,14,0.0,0,1971.0,0.0,0.0
1976,10655,6,14,0.0,0,1973.0,0.0,0.0
1976,10656,4,24,0.0,0,1974.0,0.0,0.0
1976,10657,3,23,0.0,0,1968.0,0.0,0.0
1976,10658,1,9,0.0,0,1971.0,0.0,0.0
1976,10659,4,23,0.0,0,1976.0,0.0,0.0
1976,10660,3,23,0.0,0,1957.0,0.0,0.0
1976,10661,3,16,0.0,0,1965.0,0.0,0.0
1976,10662,2,1,0.0,0,1964.0,0.0,1.0
1976,10662,2,1,0.0,0,1975.0,0.0,0.0
1976,10663,2,14,0.0,0,1967.0,0.0,1.0
1976,10664,5,12,0.0,0,1966.0,0.0,0.0
1976,10664,5,12,0.0,0,1968.0,0.0,0.0
1976,10665,4,3,0.0,0,1961.0,0.0,0.0
1976,10665,4,3,0.0,0,1964.0,0.0,0.0
1976,10666,7,23,0.0,0,1967.0,0.0,0.0
1976,10666,7,23,0.0,0,1975.0,0.0,0.0
1976,10667,2,16,0.0,0,1972.0,0.0,0.0
1976,10668,3,1,0.0,0,1976.0,0.0,0.0
1976,10668,3,1,0.0,0,1972.0,0.0,0.0
1976,10669,5,19,0.0,0,1967.0,0.0,0.0
1976,10670,4,15,0.0,0,1966.0,0.0,0.0
1976,10671,1,4,0.0,0,1971.0,0.0,0.0
1976,10671,1,4,0.0,0,1970.0,0.0,0.0
1976,10672,2,2,0.0,0,1974.0,0.0,0.0
1976,10672,2,2,0.0,0,1972.0,0.0,0.0
1976,10673,5,10,0.0,0,1971.0,0.0,0.0
1976,10673,5,10,0.0,0,1971.0,0.0,0.0
1976,10673,5,10,0.0,0,1972.0,0.0,0.0
1976,10674,4,21,0.0,0,1973.0,0.0,0.0
1976,10674,4,21,0.0,0,1972.0,0.0,0.0
1976,10674,4,21,0.0,0,1972.0,0.0,0.0
1976,10675,4,24,0.0,0,1974.0,0.0,0.0
1976,10676,3,12,0.0,0,1976.0,0.0,0.0
1976,10677,2,18,0.0,0,1965.0,0.0,0.0
1976,10678,4,16,0.0,0,1969.0,0.0,0.0
1976,10678,4,16,0.0,0,1967.0,0.0,0.0
1976,10679,3,18,0.0,0,1971.0,0.0,0.0
1976,10679,3,18,0.0,0,1973.0,0.0,0.0
1976,10680,4,3,0.0,0,1976.0,0.0,0.0
1976,10680,4,3,0.0,0,1970.0,0.0,0.0
1976,10681,1,2,0.0,0,1968.0,0.0,0.0
1976,10683,3,17,0.0,0,1958.0,0.0,0.0
1976,10684,2,12,0.0,0,1976.0,0.0,0.0
1976,10685,1,22,0.0,0,1975.0,0.0,0.0
1976,10686,4,8,0.0,0,1974.0,0.0,0.0
1976,10686,4,8,0.0,0,1977.0,0.0,0.0
1976,10687,2,23,0.0,0,1971.0,0.0,0.0
1976,10687,2,23,0.0,0,1974.0,0.0,0.0
1976,10688,3,21,0.0,0,1969.0,0.0,0.0
1976,10688,3,21,0.0,0,1964.0,0.0,0.0
1976,10689,3,16,0.0,0,1967.0,0.0,0.0
1976,10690,2,17,0.0,0,1966.0,0.0,0.0
1976,10691,4,18,0.0,0,1969.0,0.0,0.0
1976,10692,3,21,0.0,0,1974.0,0.0,0.0
1976,10692,3,21,0.0,0,1969.0,0.0,0.0
1976,10693,3,14,0.0,0,1970.0,0.0,0.0
1976,10693,3,14,0.0,0,1960.0,0.0,0.0
1976,10694,2,15,0.0,0,1976.0,0.0,0.0
1976,10694,2,15,0.0,0,1970.0,0.0,0.0
1976,10695,2,20,0.0,0,1967.0,0.0,0.0
1976,10696,2,7,0.0,0,1967.0,0.0,0.0
1976,10697,3,1,0.0,0,1975.0,0.0,0.0
1976,10698,4,8,0.0,0,1974.0,0.0,0.0
1976,10699,5,24,0.0,0,1970.0,0.0,0.0
1976,10699,5,24,0.0,0,1973.0,0.0,0.0
1976,10700,2,13,0.0,0,1973.0,0.0,0.0
1976,10700,2,13,0.0,0,1973.0,0.0,0.0
1976,10701,1,2,0.0,0,1975.0,0.0,0.0
1976,10701,1,2,0.0,0,1967.0,0.0,0.0
1976,10702,1,2,0.0,0,1965.0,0.0,0.0
1976,10703,2,22,0.0,0,1970.0,0.0,0.0
1976,10703,2,22,0.0,0,1969.0,0.0,0.0
1976,10704,2,13,0.0,0,1968.0,0.0,0.0
1976,10704,2,13,0.0,0,1963.0,0.0,0.0
1976,10705,1,12,0.0,0,1971.0,0.0,0.0
1976,10706,3,1,0.0,0,1972.0,0.0,0.0
1976,10706,3,1,0.0,0,1976.0,0.0,0.0
1976,10707,2,16,0.0,0,1969.0,0.0,0.0
1976,10707,2,16,0.0,0,1974.0,0.0,0.0
1976,10708,5,10,0.0,0,1976.0,0.0,0.0
1976,10708,5,10,0.0,0,1969.0,0.0,0.0
1976,10709,3,20,0.0,0,1975.0,0.0,0.0
1976,10709,3,20,0.0,0,1973.0,0.0,0.0
1976,10710,4,10,0.0,0,1966.0,0.0,0.0
1976,10710,4,10,0.0,0,1975.0,0.0,0.0
1976,10711,1,7,0.0,0,1964.0,0.0,1.0
1976,10712,3,6,0.0,0,1968.0,0.0,1.0
1976,10713,1,19,0.0,0,1974.0,0.0,1.0
1976,10713,1,19,0.0,0,1968.0,0.0,0.0
1976,10714,1,16,0.0,0,1971.0,0.0,0.0
1976,10714,1,16,0.0,0,1972.0,0.0,0.0
1976,10714,1,16,0.0,0,1967.0,0.0,0.0
1976,10715,4,1,0.0,0,1970.0,0.0,0.0
1976,10715,4,1,0.0,0,1968.0,0.0,0.0
1976,10716,3,2,0.0,0,1969.0,0.0,0.0
1976,10717,2,16,0.0,0,1968.0,0.0,0.0
1976,10717,2,16,0.0,0,1970.0,0.0,0.0
1976,10717,2,16,0.0,0,1966.0,0.0,0.0
1976,10718,2,17,0.0,0,1969.0,0.0,0.0
1976,10718,2,17,0.0,0,1973.0,0.0,0.0
1976,10719,2,9,0.0,0,1975.0,0.0,0.0
1976,10720,3,15,0.0,0,1974.0,0.0,0.0
1976,10721,5,22,0.0,0,1966.0,0.0,0.0
1976,10722,2,19,0.0,0,1974.0,0.0,0.0
1976,10723,2,14,0.0,0,1974.0,0.0,0.0
1976,10724,2,20,0.0,0,1971.0,0.0,0.0
1976,10724,2,20,0.0,0,1971.0,0.0,0.0
1976,10725,4,16,0.0,0,1969.0,0.0,0.0
1976,10726,4,17,0.0,0,1972.0,0.0,0.0
1976,10727,4,6,0.0,0,1970.0,0.0,0.0
1976,10727,4,6,0.0,0,1969.0,0.0,0.0
1976,10728,2,5,0.0,0,1962.0,0.0,0.0
1976,10729,6,18,0.0,0,1976.0,0.0,0.0
1976,10730,2,8,0.0,0,1971.0,0.0,0.0
1976,10730,2,8,0.0,0,1969.0,0.0,0.0
1976,10731,5,22,0.0,0,1969.0,0.0,0.0
1976,10731,5,22,0.0,0,1962.0,0.0,0.0
1976,10732,2,9,0.0,0,1972.0,0.0,0.0
1976,10733,1,13,0.0,0,1973.0,0.0,0.0
1976,10733,1,13,0.0,0,1968.0,0.0,0.0
1976,10734,1,1,0.0,0,1972.0,0.0,0.0
1976,10734,1,1,0.0,0,1975.0,0.0,0.0
1976,10735,7,13,0.0,0,1976.0,0.0,0.0
1976,10735,7,13,0.0,0,1973.0,0.0,0.0
1976,10736,3,6,0.0,0,1974.0,0.0,0.0
1976,10737,2,24,0.0,0,1967.0,0.0,0.0
1976,10738,2,12,0.0,0,1973.0,0.0,0.0
1976,10738,2,12,0.0,0,1973.0,0.0,0.0
1976,10738,2,12,0.0,0,1969.0,0.0,0.0
1976,10739,2,22,0.0,0,1975.0,0.0,0.0
1976,10740,1,5,0.0,0,1953.0,0.0,0.0
1976,10741,3,23,0.0,0,1968.0,0.0,0.0
1976,10741,3,23,0.0,0,1959.0,0.0,0.0
1976,10742,2,10,0.0,0,1975.0,0.0,0.0
1976,10743,1,17,0.0,0,1972.0,0.0,0.0
1976,10743,1,17,0.0,0,1968.0,0.0,0.0
1976,10744,6,16,0.0,0,1964.0,0.0,0.0
1976,10744,6,16,0.0,0,1975.0,0.0,0.0
1976,10745,1,22,0.0,0,1976.0,0.0,0.0
1976,10746,1,20,0.0,0,1974.0,0.0,0.0
1976,10746,1,20,0.0,0,1967.0,0.0,0.0
1976,10746,1,20,0.0,0,1974.0,0.0,0.0
1976,10747,2,17,0.0,0,1968.0,0.0,0.0
1976,10747,2,17,0.0,0,1972.0,0.0,0.0
1976,10748,1,4,0.0,0,1976.0,0.0,0.0
1976,10749,2,20,0.0,0,1968.0,0.0,0.0
1976,10750,1,17,0.0,0,1972.0,0.0,0.0
1976,10751,2,4,0.0,0,1968.0,0.0,0.0
1976,10751,2,4,0.0,0,1972.0,0.0,0.0
1976,10752,3,12,0.0,0,1964.0,0.0,0.0
1976,10753,3,2,0.0,0,1971.0,0.0,0.0
1976,10753,3,2,0.0,0,1974.0,0.0,0.0
1976,10754,1,3,0.0,0,1970.0,0.0,0.0
1976,10755,2,21,0.0,0,1971.0,0.0,0.0
1976,10755,2,21,0.0,0,1974.0,0.0,0.0
1976,10756,4,14,0.0,0,1976.0,0.0,0.0
1976,10756,4,14,0.0,0,1967.0,0.0,0.0
1976,10757,1,20,0.0,0,1972.0,0.0,0.0
1976,10757,1,20,0.0,0,1977.0,0.0,0.0
1976,10758,5,15,0.0,0,1967.0,0.0,0.0
1976,10758,5,15,0.0,0,1974.0,0.0,0.0
1976,10759,3,12,0.0,0,1968.0,0.0,0.0
1976,10759,3,12,0.0,0,1972.0,0.0,0.0
1976,10760,1,12,0.0,0,1968.0,0.0,0.0
1976,10760,1,12,0.0,0,1969.0,0.0,0.0
1976,10761,5,15,0.0,0,1969.0,0.0,0.0
1976,10762,2,6,0.0,0,1966.0,0.0,1.0
1976,10763,1,4,0.0,0,1971.0,0.0,0.0
1976,10763,1,4,0.0,0,1966.0,0.0,0.0
1976,10764,1,19,0.0,0,1962.0,0.0,0.0
1976,10765,1,20,0.0,0,1970.0,0.0,0.0
1976,10765,1,20,0.0,0,1976.0,0.0,0.0
1976,10765,1,20,0.0,0,1972.0,0.0,0.0
1976,10766,3,21,0.0,0,1975.0,0.0,0.0
1976,10766,3,21,0.0,0,1968.0,0.0,0.0
1976,10767,4,10,0.0,0,1974.0,0.0,0.0
1976,10768,2,15,0.0,0,1975.0,0.0,0.0
1976,10769,2,22,0.0,0,1974.0,0.0,0.0
1976,10770,2,12,0.0,0,1974.0,0.0,0.0
1976,10771,2,21,0.0,0,1965.0,0.0,0.0
1976,10772,1,4,0.0,0,1974.0,0.0,0.0
1976,10772,1,4,0.0,0,1970.0,0.0,0.0
1976,10772,1,4,0.0,0,1973.0,0.0,0.0
1976,10773,6,24,0.0,0,1966.0,0.0,0.0
1976,10774,3,11,0.0,0,1969.0,0.0,1.0
1976,10775,3,12,0.0,0,1975.0,0.0,0.0
1976,10775,3,12,0.0,0,1964.0,0.0,0.0
1976,10776,3,11,0.0,0,1973.0,0.0,0.0
1976,10776,3,11,0.0,0,1970.0,0.0,0.0
1976,10777,2,21,0.0,0,1964.0,0.0,0.0
1976,10777,2,21,0.0,0,1971.0,0.0,0.0
1976,10778,2,22,0.0,0,1966.0,0.0,0.0
1976,10780,2,7,0.0,0,1974.0,0.0,0.0
1976,10781,1,14,0.0,0,1975.0,0.0,0.0
1976,10781,1,14,0.0,0,1976.0,0.0,0.0
1976,10782,3,2,0.0,0,1975.0,0.0,0.0
1976,10782,3,2,0.0,0,1968.0,0.0,0.0
1976,10782,3,2,0.0,0,1973.0,0.0,0.0
1976,10782,3,2,0.0,0,1975.0,0.0,0.0
1976,10783,8,23,0.0,0,1967.0,0.0,0.0
1976,10784,1,1,0.0,0,1970.0,0.0,0.0
1976,10784,1,1,0.0,0,1973.0,0.0,0.0
1976,10785,6,11,0.0,0,1968.0,0.0,0.0
1976,10786,3,24,0.0,0,1973.0,0.0,0.0
1976,10787,2,14,0.0,0,1964.0,0.0,0.0
1976,10787,2,14,0.0,0,1974.0,0.0,0.0
1976,10788,1,16,0.0,0,1973.0,0.0,0.0
1976,10788,1,16,0.0,0,1976.0,0.0,0.0
1976,10788,1,16,0.0,0,1966.0,0.0,0.0
1976,10789,4,15,0.0,0,1972.0,0.0,0.0
1976,10789,4,15,0.0,0,1971.0,0.0,0.0
1976,10790,3,7,0.0,0,1976.0,0.0,0.0
1976,10791,4,14,0.0,0,1963.0,0.0,0.0
1976,10792,1,16,0.0,0,1973.0,0.0,0.0
1976,10793,1,2,0.0,0,1966.0,0.0,0.0
1976,10794,5,21,0.0,0,1955.0,0.0,0.0
1976,10795,2,17,0.0,0,1974.0,0.0,0.0
1976,10796,1,13,0.0,0,1968.0,0.0,0.0
1976,10796,1,13,0.0,0,1975.0,0.0,0.0
1976,10797,3,22,0.0,0,1974.0,0.0,0.0
1976,10798,2,14,0.0,0,1972.0,0.0,0.0
1976,10799,3,16,0.0,0,1973.0,0.0,0.0
1976,10799,3,16,0.0,0,1973.0,0.0,0.0
1976,10800,3,15,0.0,0,1976.0,0.0,0.0
1976,10800,3,15,0.0,0,1975.0,0.0,0.0
1976,10801,3,18,0.0,0,1974.0,0.0,0.0
1976,10802,3,19,0.0,0,1965.0,0.0,0.0
1976,10803,4,15,0.0,0,1975.0,0.0,0.0
1976,10803,4,15,0.0,0,1973.0,0.0,0.0
1976,10804,2,19,0.0,0,1971.0,0.0,0.0
1976,10805,2,22,0.0,0,1971.0,0.0,0.0
1976,10806,2,18,0.0,0,1969.0,0.0,0.0
1976,10806,2,18,0.0,0,1969.0,0.0,0.0
1976,10807,3,23,0.0,0,1975.0,0.0,0.0
1976,10807,3,23,0.0,0,1973.0,0.0,0.0
1976,10808,1,24,0.0,0,1975.0,0.0,0.0
1976,10809,2,21,0.0,0,1971.0,0.0,0.0
1976,10810,2,2,0.0,0,1974.0,0.0,0.0
1976,10811,1,3,0.0,0,1973.0,0.0,0.0
1976,10812,7,15,0.0,0,1968.0,0.0,0.0
1976,10812,7,15,0.0,0,1970.0,0.0,0.0
1976,10813,5,14,0.0,0,1969.0,0.0,0.0
1976,10813,5,14,0.0,0,1969.0,0.0,0.0
1976,10814,1,24,0.0,0,1954.0,0.0,0.0
1976,10814,1,24,0.0,0,1973.0,0.0,0.0
1976,10815,5,17,0.0,0,1971.0,0.0,0.0
1976,10815,5,17,0.0,0,1973.0,0.0,0.0
1976,10816,1,14,0.0,0,1972.0,0.0,0.0
1976,10817,2,18,0.0,0,1968.0,0.0,0.0
1976,10817,2,18,0.0,0,1975.0,0.0,0.0
1976,10818,1,9,0.0,0,1971.0,0.0,0.0
1976,10819,8,24,0.0,0,1968.0,0.0,0.0
1976,10820,2,11,0.0,0,1969.0,0.0,0.0
1976,10822,3,14,0.0,0,1970.0,0.0,0.0
1976,10823,3,9,0.0,0,1976.0,0.0,0.0
1976,10824,2,6,0.0,0,1976.0,0.0,0.0
1976,10825,5,23,0.0,0,1976.0,0.0,0.0
1976,10826,2,22,0.0,0,1976.0,0.0,0.0
1976,10827,2,20,0.0,0,1973.0,0.0,0.0
1976,10827,2,20,0.0,0,1969.0,0.0,0.0
1976,10828,2,12,0.0,0,1972.0,0.0,1.0
1976,10829,2,6,0.0,0,1965.0,0.0,0.0
1976,10830,2,20,0.0,0,1972.0,0.0,0.0
1976,10831,2,24,0.0,0,1976.0,0.0,0.0
1976,20001,2,13,0.0,0,1970.0,0.0,0.0
1976,20001,2,13,0.0,0,1968.0,0.0,0.0
1976,20002,2,18,0.0,0,1975.0,0.0,0.0
1976,20003,3,4,0.0,0,1975.0,0.0,1.0
1976,20003,3,4,0.0,0,1969.0,0.0,0.0
1976,20004,3,14,0.0,0,1969.0,0.0,0.0
1976,20005,1,15,0.0,0,1970.0,0.0,0.0
1976,20005,1,15,0.0,0,1970.0,0.0,1.0
1976,20006,5,23,0.0,0,1971.0,0.0,1.0
1976,20007,1,23,0.0,0,1970.0,0.0,0.0
1976,20007,1,23,0.0,0,1976.0,0.0,1.0
1976,20008,1,22,0.0,0,1962.0,0.0,0.0
1976,20009,2,12,0.0,0,1972.0,0.0,0.0
1976,20010,1,11,0.0,0,1971.0,0.0,1.0
1976,20010,1,11,0.0,0,1974.0,0.0,0.0
1976,20010,1,11,0.0,0,1975.0,0.0,0.0
1976,20011,1,22,0.0,0,1967.0,0.0,1.0
1976,20012,2,7,0.0,0,1965.0,0.0,0.0
1976,20012,2,7,0.0,0,1972.0,0.0,0.0
1976,20013,1,10,0.0,0,1975.0,0.0,0.0
1976,20014,5,22,0.0,0,1973.0,0.0,0.0
1976,20014,5,22,0.0,0,1964.0,0.0,0.0
1976,20015,3,14,0.0,0,1975.0,0.0,0.0
1976,20016,1,2,0.0,0,1972.0,0.0,0.0
1976,20016,1,2,0.0,0,1970.0,0.0,0.0
1976,20017,1,1,0.0,0,1973.0,0.0,1.0
1976,20017,1,1,0.0,0,1969.0,0.0,0.0
1976,20018,5,17,0.0,0,1970.0,0.0,0.0
1976,20018,5,17,0.0,0,1966.0,0.0,0.0
1976,20019,2,2,0.0,0,1969.0,0.0,0.0
1976,20020,2,17,0.0,0,1970.0,0.0,0.0
1976,20020,2,17,0.0,0,1965.0,0.0,1.0
1976,20021,2,11,0.0,0,1967.0,0.0,0.0
1976,20021,2,11,0.0,0,1974.0,0.0,0.0
1976,20022,1,19,0.0,0,1973.0,0.0,0.0
1976,20023,2,15,0.0,0,1970.0,0.0,0.0
1976,20023,2,15,0.0,0,1963.0,0.0,1.0
1976,20024,4,11,0.0,0,1974.0,0.0,1.0
1976,20024,4,11,0.0,0,1972.0,0.0,0.0
1976,20024,4,11,0.0,0,1976.0,0.0,0.0
1976,20025,2,22,0.0,0,1972.0,0.0,0.0
1976,20026,2,18,0.0,0,1976.0,0.0,1.0
1976,20027,3,24,0.0,0,1960.0,0.0,0.0
1976,20027,3,24,0.0,0,1969.0,0.0,0.0
1976,20028,3,23,0.0,0,1975.0,0.0,0.0
1976,20028,3,23,0.0,0,1973.0,0.0,0.0
1976,20029,1,11,0.0,0,1974.0,0.0,0.0
1976,20029,1,11,0.0,0,1971.0,0.0,0.0
1976,20030,2,19,0.0,0,1975.0,0.0,0.0
1976,20031,2,7,0.0,0,1971.0,0.0,1.0
1976,20032,1,23,0.0,0,1974.0,0.0,0.0
1976,20033,1,14,0.0,0,1974.0,0.0,0.0
1976,20033,1,14,0.0,0,1976.0,0.0,0.0
1976,20034,2,2,0.0,0,1970.0,0.0,0.0
1976,20034,2,2,0.0,0,1975.0,0.0,0.0
1976,20035,2,10,0.0,0,1964.0,0.0,0.0
1976,20036,3,15,0.0,0,1975.0,0.0,0.0
1976,20037,2,22,0.0,0,1972.0,0.0,0.0
1976,20037,2,22,0.0,0,1965.0,0.0,0.0
1976,20038,2,11,0.0,0,1971.0,0.0,0.0
1976,20038,2,11,0.0,0,1975.0,0.0,0.0
1976,20039,11,11,0.0,0,1974.0,0.0,0.0
1976,20040,3,17,0.0,0,1975.0,0.0,0.0
1976,20040,3,17,0.0,0,1975.0,0.0,0.0
1976,20041,3,10,0.0,0,1972.0,0.0,0.0
1976,20042,1,20,0.0,0,1976.0,0.0,1.0
1976,20042,1,20,0.0,0,1975.0,0.0,0.0
1976,20043,2,10,0.0,0,1975.0,0.0,0.0
1976,20044,3,14,0.0,0,1969.0,0.0,1.0
1976,20045,3,19,0.0,0,1969.0,0.0,1.0
1976,20045,3,19,0.0,0,1973.0,0.0,0.0
1976,20046,2,20,0.0,0,1971.0,0.0,0.0
1976,20046,2,20,0.0,0,1971.0,0.0,0.0
1976,20047,3,18,0.0,0,1969.0,0.0,1.0
1976,20048,2,10,0.0,0,1976.0,0.0,1.0
1976,20049,3,20,0.0,0,1976.0,0.0,0.0
1976,20050,2,20,0.0,0,1971.0,0.0,1.0
1976,20052,7,18,0.0,0,1976.0,0.0,1.0
1976,20053,2,16,0.0,0,1970.0,0.0,0.0
1976,20054,3,18,0.0,0,1976.0,0.0,0.0
1976,20054,3,18,0.0,0,1962.0,0.0,0.0
1976,20055,1,22,0.0,0,1970.0,0.0,1.0
1976,20056,1,22,0.0,0,1973.0,0.0,0.0
1976,20057,8,17,0.0,2,1970.0,0.0,0.0
1976,20058,2,18,0.0,0,1970.0,0.0,0.0
1976,20058,2,18,0.0,0,1971.0,0.0,0.0
1976,20058,2,18,0.0,0,1968.0,0.0,0.0
1976,20059,2,18,0.0,0,1974.0,0.0,0.0
1976,20060,3,22,0.0,0,1967.0,0.0,0.0
1976,20061,2,12,0.0,0,1967.0,0.0,0.0
1976,20062,3,19,0.0,0,1974.0,0.0,0.0
1976,20063,1,3,0.0,0,1975.0,0.0,0.0
1976,20064,3,17,0.0,0,1968.0,0.0,0.0
1976,20064,3,17,0.0,0,1976.0,0.0,0.0
1976,20065,4,17,0.0,0,1972.0,0.0,1.0
1976,20066,2,10,0.0,0,1973.0,0.0,0.0
1976,20067,1,17,0.0,0,1974.0,0.0,0.0
1976,20067,1,17,0.0,0,1975.0,0.0,0.0
1976,20068,3,2,0.0,0,1970.0,0.0,0.0
1976,20069,2,2,0.0,0,1970.0,0.0,1.0
1976,20069,2,2,0.0,0,1975.0,0.0,0.0
1976,20070,2,21,0.0,0,1966.0,0.0,0.0
1976,20071,1,20,0.0,0,1974.0,0.0,0.0
1976,20071,1,20,0.0,0,1975.0,0.0,0.0
1976,20072,2,19,0.0,0,1973.0,0.0,0.0
1976,20073,2,10,0.0,0,1970.0,0.0,1.0
1976,20073,2,10,0.0,0,1969.0,0.0,0.0
1976,20074,3,12,0.0,0,1971.0,0.0,0.0
1976,20075,2,19,0.0,0,1975.0,0.0,0.0
1976,20076,5,23,0.0,0,1965.0,0.0,1.0
1976,20077,4,16,0.0,0,1973.0,0.0,0.0
1976,20078,2,11,0.0,0,1972.0,0.0,0.0
1976,20079,1,22,0.0,0,1974.0,0.0,0.0
1976,20080,1,1,0.0,0,1975.0,0.0,0.0
1976,20081,2,20,0.0,0,1975.0,0.0,0.0
1976,20082,2,10,0.0,0,1975.0,0.0,0.0
1976,20083,1,15,0.0,0,1970.0,0.0,0.0
1976,20083,1,15,0.0,0,1970.0,0.0,0.0
1976,20084,9,21,0.0,0,1968.0,0.0,1.0
1976,20084,9,21,0.0,0,1974.0,0.0,0.0
1976,20085,1,9,0.0,0,1967.0,0.0,0.0
1976,20085,1,9,0.0,0,1971.0,0.0,0.0
1976,20086,1,11,0.0,0,1975.0,0.0,0.0
1976,20087,1,8,0.0,0,1972.0,0.0,0.0
1976,20088,1,24,0.0,0,1973.0,0.0,1.0
1976,20089,3,22,0.0,0,1974.0,0.0,1.0
1976,20090,3,6,0.0,0,1973.0,0.0,1.0
1976,20091,2,19,0.0,0,1976.0,0.0,0.0
1976,20092,1,1,0.0,0,1975.0,0.0,0.0
1976,20093,2,20,0.0,0,1976.0,0.0,0.0
1976,20093,2,20,0.0,0,1975.0,0.0,0.0
1976,20094,1,5,0.0,0,1975.0,0.0,1.0
1976,20095,2,15,0.0,0,1962.0,0.0,0.0
1976,20096,2,17,0.0,0,1969.0,0.0,0.0
1976,20096,2,17,0.0,0,1971.0,0.0,0.0
1976,20097,2,3,0.0,0,1973.0,0.0,0.0
1976,20099,1,2,0.0,0,1974.0,0.0,0.0
1976,20099,1,2,0.0,0,1975.0,0.0,0.0
1976,20100,2,13,0.0,0,1970.0,0.0,0.0
1976,20101,2,18,0.0,0,1968.0,0.0,0.0
1976,20101,2,18,0.0,0,1972.0,0.0,0.0
1976,20101,2,18,0.0,0,1975.0,0.0,0.0
1976,20102,2,17,0.0,0,1972.0,0.0,0.0
1976,20103,2,10,0.0,0,1968.0,0.0,0.0
1976,20104,8,16,0.0,0,1974.0,0.0,0.0
1976,20105,1,22,0.0,0,1974.0,0.0,0.0
1976,20106,2,19,0.0,0,1975.0,0.0,0.0
1976,20107,5,22,0.0,0,1969.0,0.0,0.0
1976,20107,5,22,0.0,0,1975.0,0.0,0.0
1976,20107,5,22,0.0,0,1974.0,0.0,0.0
1976,20108,8,14,0.0,0,1976.0,0.0,0.0
1976,20109,3,14,0.0,0,1974.0,0.0,0.0
1977,10001,1,3,0.0,0,1965.0,1.0,1.0
1977,10001,1,3,0.0,0,1960.0,0.0,0.0
1977,10001,1,3,0.0,0,1976.0,0.0,0.0
1977,10002,2,8,0.0,0,1968.0,1.0,0.0
1977,10002,2,8,0.0,0,1974.0,0.0,0.0
1977,10003,1,24,0.0,0,1975.0,0.0,0.0
1977,10003,1,24,0.0,0,1970.0,1.0,0.0
1977,10004,5,20,0.0,0,1971.0,2.0,0.0
1977,10005,1,16,0.0,0,1971.0,2.0,0.0
1977,10005,1,16,0.0,0,1976.0,0.0,0.0
1977,10006,1,8,0.0,0,1973.0,1.0,0.0
1977,10007,1,18,0.0,0,1969.0,1.0,0.0
1977,10008,2,20,0.0,0,1974.0,0.0,0.0
1977,10009,3,3,0.0,0,1971.0,1.0,0.0
1977,10009,3,3,0.0,0,1971.0,0.0,0.0
1977,10010,1,24,0.0,0,1971.0,1.0,0.0
1977,10010,1,24,0.0,0,1969.0,0.0,0.0
1977,10011,5,17,0.0,0,1966.0,0.0,0.0
1977,10011,5,17,0.0,0,1966.0,1.0,0.0
1977,10012,6,20,0.0,0,1971.0,1.0,0.0
1977,10013,2,7,0.0,0,1971.0,0.0,0.0
1977,10013,2,7,0.0,0,1973.0,1.0,1.0
1977,10014,1,15,0.0,0,1970.0,1.0,0.0
1977,10015,6,22,0.0,0,1970.0,0.0,0.0
1977,10015,6,22,0.0,0,1969.0,2.0,0.0
1977,10016,2,8,0.0,0,1969.0,1.0,0.0
1977,10016,2,8,0.0,0,1971.0,0.0,0.0
1977,10017,1,22,0.0,0,1976.0,1.0,0.0
1977,10018,1,16,0.0,0,1973.0,1.0,0.0
1977,10019,2,18,0.0,0,1974.0,1.0,0.0
1977,10020,4,22,0.0,0,1969.0,1.0,0.0
1977,10021,9,15,0.0,0,1965.0,1.0,0.0
1977,10022,4,15,0.0,0,1975.0,0.0,0.0
1977,10023,4,14,0.0,0,1971.0,0.0,0.0
1977,10023,4,14,0.0,0,1974.0,1.0,0.0
1977,10024,4,16,0.0,0,1967.0,1.0,0.0
1977,10024,4,16,0.0,0,1969.0,0.0,0.0
1977,10024,4,16,0.0,0,1966.0,0.0,0.0
1977,10024,4,16,0.0,0,1977.0,0.0,0.0
1977,10025,4,13,0.0,0,1966.0,0.0,1.0
