YEAR,ST_CASE,NUM_PEDS,PERSONS,HOUR,ROAD_NAME,MILE_MARKER,SCH_BUS,DEATHS,MOD_YEAR,DR_DRINK,HIT_RUN
2002,10608,0,2,24,SR-36,157.0,0,0,1992.0,0,0
2002,10609,0,1,17,SR-176,5.0,0,2,1991.0,1,0
2002,10610,0,1,5,553,89.0,0,1,1987.0,0,0
2002,10610,0,1,5,553,89.0,0,0,2002.0,0,0
2002,10611,0,5,14,SR-33,33.0,0,1,1997.0,0,0
2002,10611,0,5,14,SR-33,33.0,0,0,1991.0,0,0
2002,10612,0,2,12,SR-300,30.0,0,1,1973.0,0,0
2002,10613,0,3,22,SR-14,109.0,0,0,1997.0,0,0
2002,10614,0,3,18,US-84 (SR 38),186.0,0,1,1989.0,0,0
2002,10615,0,2,18,I-75 (SR 401),6.0,0,1,1989.0,1,0
2002,10616,0,3,16,SR-136,31.0,0,1,1994.0,0,0
2002,10616,0,3,16,SR-136,31.0,0,0,2001.0,0,0
2002,10617,0,2,17,SR- 5 BU,143.0,0,1,1997.0,0,0
2002,10617,0,2,17,SR- 5 BU,143.0,0,0,1998.0,0,0
2002,10618,1,2,23,SR-14,164.0,0,1,1997.0,0,0
2002,10619,0,4,22,CS-183503,7.0,0,0,1979.0,0,0
2002,10619,0,4,22,CS-183503,7.0,0,1,1995.0,0,0
2002,10620,0,2,1,I-20 (SR 402),89.0,0,0,2001.0,0,0
2002,10620,0,2,1,I-20 (SR 402),89.0,0,1,1992.0,0,0
2002,10621,0,1,16,SR-9,56.0,0,1,2002.0,1,0
2002,10622,2,6,2,CS-034103,1.0,0,1,1987.0,1,0
2002,10623,0,1,5,CS-132103,0.0,0,1,1995.0,0,0
2002,10623,0,1,5,CS-132103,0.0,0,0,1979.0,1,0
2002,10623,0,1,5,CS-132103,0.0,0,0,1987.0,0,0
2002,10624,2,3,22,US-19 (SR 9),14.0,0,1,1992.0,0,0
2002,10624,2,3,22,US-19 (SR 9),14.0,0,0,1991.0,0,0
2002,10624,2,3,22,US-19 (SR 9),14.0,0,0,2002.0,0,0
2002,10625,1,2,22,I-75 (SR 401),97.0,0,1,1998.0,0,0
2002,10626,0,2,5,696,5.0,0,1,1988.0,1,0
2002,10626,0,2,5,696,5.0,0,1,2002.0,0,0
2002,10627,0,2,8,I-75 (SR 401),10.0,0,1,1980.0,0,0
2002,10627,0,2,8,I-75 (SR 401),10.0,0,0,1992.0,0,0
2002,10628,0,1,10,SR-44,36.0,0,1,1992.0,1,0
2002,10629,0,2,8,US-319 (SR 35),97.0,0,0,1993.0,0,0
2002,10629,0,2,8,US-319 (SR 35),97.0,0,1,1999.0,0,0
2002,10630,0,3,20,31,36.0,0,1,1992.0,0,0
2002,10630,0,3,20,31,36.0,0,0,1996.0,0,0
2002,10631,0,1,9,SR-120 LO,63.0,0,1,2000.0,0,0
2002,10632,0,2,4,US-29 (SR 316),116.0,0,3,1993.0,0,1
2002,10632,0,2,4,US-29 (SR 316),116.0,0,0,1993.0,0,1
2002,10633,0,1,16,SR-257,165.0,0,1,2002.0,0,0
2002,10634,2,4,16,I-75 (SR 401),52.0,0,0,1996.0,0,0
2002,10634,2,4,16,I-75 (SR 401),52.0,0,1,1982.0,0,0
2002,10634,2,4,16,I-75 (SR 401),52.0,0,0,1993.0,0,0
2002,10635,0,1,6,SR-20,105.0,0,1,1986.0,1,0
2002,10636,0,1,18,SR-166,274.0,0,1,1998.0,1,0
2002,10637,0,1,2,I-75 (SR 401),175.0,0,1,2001.0,0,0
2002,10638,0,2,21,US-25/341 (SR 27),112.0,0,1,1992.0,1,0
2002,10639,0,1,21,140,3.0,0,0,1990.0,0,0
2002,10639,0,1,21,140,3.0,0,1,1996.0,0,0
2002,10640,0,2,7,1566,10.0,0,1,1984.0,0,0
2002,10641,0,2,20,CHATTAHOOCHEE AVE NW,0.0,0,0,1994.0,0,0
2002,10642,0,1,16,I-85 (SR 403),77.0,0,1,2001.0,1,0
2002,10643,0,3,20,SR-106,9.0,0,0,1995.0,0,0
2002,10643,0,3,20,SR-106,9.0,0,2,1995.0,0,0
2002,10644,0,3,18,I-285(SR407),541.0,0,1,1987.0,0,0
2002,10645,0,2,8,SR-111,39.0,0,0,1982.0,0,0
2002,10645,0,2,8,SR-111,39.0,0,1,1993.0,0,0
2002,10646,0,6,10,SR-158,6.0,0,1,1996.0,0,0
2002,10646,0,6,10,SR-158,6.0,0,0,1994.0,1,0
2002,10647,0,2,19,US-41(SR11),280.0,0,1,1997.0,0,0
2002,10647,0,2,19,US-41(SR11),280.0,0,0,1992.0,0,0
2002,10648,0,4,14,SR-124,76.0,0,1,1992.0,0,0
2002,10649,0,2,21,SR-60,216.0,0,1,2002.0,1,0
2002,10649,0,2,21,SR-60,216.0,0,0,1996.0,0,0
2002,10650,0,4,14,US-441(SR15),189.0,0,1,1999.0,0,0
2002,10651,0,2,24,SR-315,7.0,0,0,1992.0,1,0
2002,10651,0,2,24,SR-315,7.0,0,0,1997.0,0,0
2002,10652,0,2,9,SR-24,101.0,0,1,1992.0,1,0
2002,10652,0,2,9,SR-24,101.0,0,0,1997.0,1,0
2002,10653,1,3,17,4837,4.0,0,1,2002.0,0,0
2002,10654,1,2,16,US-23(SR87),73.36223662884927,0,0,1998.0,0,0
2002,10655,1,3,8,241,23.0,0,1,1990.0,1,0
2002,10656,0,3,2,I-75(SR401),45.0,0,0,1988.0,0,0
2002,10657,0,1,16,SR-2,16.0,0,1,1997.0,1,0
2002,10658,1,3,6,SR-56,175.0,0,1,1992.0,0,0
2002,10659,0,5,4,154,24.0,0,1,2000.0,0,0
2002,10659,0,5,4,154,24.0,0,0,1998.0,0,0
2002,10660,0,6,15,SR-54,61.0,0,1,2001.0,0,0
2002,10660,0,6,15,SR-54,61.0,0,0,1963.0,0,0
2002,10661,0,1,21,5160,44.0,0,1,2001.0,0,0
2002,10662,0,1,13,SR-41,211.0,0,1,1996.0,1,0
2002,10663,0,1,20,US-129(SR11),143.0,0,0,1989.0,0,0
2002,10663,0,1,20,US-129(SR11),143.0,0,1,1993.0,0,0
2002,10664,1,2,21,US-82(SR520),266.0,0,1,1992.0,1,0
2002,10665,0,4,13,641,55.0,0,2,1983.0,1,0
2002,10665,0,4,13,641,55.0,0,0,1998.0,0,0
2002,10666,0,3,14,SR-96,87.0,0,1,1996.0,1,0
2002,10667,0,1,8,I-75(SR401),73.36223662884927,0,1,1978.0,0,0
2002,10668,0,1,22,345,7.0,0,1,1986.0,1,0
2002,10669,0,3,5,1782,16.0,0,1,1993.0,0,0
2002,10669,0,3,5,1782,16.0,0,0,1991.0,0,0
2002,10669,0,3,5,1782,16.0,0,0,2000.0,0,0
2002,10670,1,3,16,301,8.0,0,1,1988.0,0,0
2002,10670,1,3,16,301,8.0,0,0,1997.0,0,0
2002,10671,0,3,22,803,3.0,0,1,1989.0,1,0
2002,10672,0,4,12,SR-53,278.0,0,1,2000.0,0,0
2002,10673,0,2,8,I-75(SR401),167.0,0,0,1990.0,0,0
2002,10674,0,3,18,US-27(SR1),25.0,0,1,2002.0,0,0
2002,10674,0,3,18,US-27(SR1),25.0,0,0,1996.0,0,0
2002,10675,0,3,18,I-985(SR419),73.36223662884927,0,0,1992.0,1,1
2002,10675,0,3,18,I-985(SR419),73.36223662884927,0,1,1971.0,0,1
2002,10675,0,3,18,I-985(SR419),73.36223662884927,0,0,2002.0,0,1
2002,10676,0,1,16,87,17.0,0,1,1990.0,1,0
2002,10677,0,1,15,SR-144,149.0,0,1,1995.0,0,0
2002,10678,0,6,18,US-1(SR4),250.0,0,1,1986.0,0,0
2002,10678,0,6,18,US-1(SR4),250.0,0,0,2000.0,0,0
2002,10679,0,2,1,US-129(SR24),238.0,0,0,1985.0,1,0
2002,10679,0,2,1,US-129(SR24),238.0,0,1,1992.0,0,0
2002,10680,0,3,13,I-95(SR405),73.36223662884927,0,1,1988.0,1,0
2002,10681,0,2,14,17,11.0,0,1,1967.0,1,0
2002,10682,0,1,22,18,24.0,0,1,1996.0,0,0
2002,10682,0,1,22,18,24.0,0,0,1997.0,0,0
2002,10683,0,2,9,SR-23,67.0,0,1,1977.0,0,0
2002,10684,0,5,16,SR-133,72.0,0,1,1982.0,1,0
2002,10684,0,5,16,SR-133,72.0,0,0,2002.0,0,0
2002,10685,0,2,5,US-278(SR12),2.0,0,1,1993.0,1,0
2002,10685,0,2,5,US-278(SR12),2.0,0,0,1997.0,0,0
2002,10686,0,5,21,164,11.0,0,1,1993.0,0,0
2002,10686,0,5,21,164,11.0,0,0,1989.0,0,0
2002,10687,0,2,16,US-23(SR87),31.0,0,1,1996.0,1,0
2002,10687,0,2,16,US-23(SR87),31.0,0,0,2002.0,0,0
2002,10688,0,2,16,71,25.0,0,1,1992.0,0,0
2002,10688,0,2,16,71,25.0,0,0,1999.0,0,0
2002,10689,0,2,5,SR-41,0.0,0,1,1994.0,0,0
2002,10689,0,2,5,SR-41,0.0,0,1,1999.0,0,0
2002,10690,0,2,24,SR-101,48.0,0,1,1995.0,1,0
2002,10691,0,3,3,134,27.0,0,1,1987.0,1,0
2002,10692,0,5,14,US-84(SR38),73.36223662884927,0,0,1999.0,0,0
2002,10693,0,1,16,SR-15,122.0,0,1,1996.0,0,0
2002,10694,1,2,12,SECOND ST,1.0,0,0,1995.0,0,0
2002,10694,1,2,12,SECOND ST,1.0,0,1,1992.0,0,0
2002,10695,0,4,6,US-19(SR3),58.0,0,1,1998.0,0,0
2002,10695,0,4,6,US-19(SR3),58.0,0,0,1987.0,0,0
2002,10696,0,1,21,6954,29.0,0,0,1998.0,0,0
2002,10696,0,1,21,6954,29.0,0,1,1992.0,0,0
2002,10697,0,1,4,CS-005703,8.0,0,0,1992.0,0,0
2002,10697,0,1,4,CS-005703,8.0,0,3,1989.0,0,0
2002,10698,0,2,22,165,25.0,0,2,1988.0,0,0
2002,10698,0,2,22,165,25.0,0,1,1991.0,0,0
2002,10699,1,8,9,I-85(SR403),118.0,0,1,1994.0,0,0
2002,10699,1,8,9,I-85(SR403),118.0,0,0,1992.0,0,0
2002,10700,0,4,1,191,64.0,0,1,2000.0,0,0
2002,10700,0,4,1,191,64.0,0,0,1993.0,0,0
2002,10701,0,3,17,I-95(SR405),130.0,0,0,1996.0,0,0
2002,10701,0,3,17,I-95(SR405),130.0,0,2,1992.0,0,0
2002,10702,0,2,23,53,3.0,0,0,2001.0,0,0
2002,10702,0,2,23,53,3.0,0,1,1990.0,0,0
2002,10703,3,4,11,US-23(SR42),185.0,0,1,1994.0,0,0
2002,10703,3,4,11,US-23(SR42),185.0,0,0,1994.0,0,0
2002,10704,0,1,7,156,0.0,0,1,1986.0,0,0
2002,10705,1,2,21,US-411(SR3),120.0,0,2,1997.0,0,0
2002,10706,0,1,11,232,18.0,0,1,1997.0,1,0
2002,10707,0,2,19,99999999999999999999,73.36223662884927,0,1,1993.0,1,0
2002,10708,0,1,5,50,8.0,0,1,1995.0,0,0
2002,10708,0,1,5,50,8.0,0,0,1993.0,0,0
2002,10709,0,1,19,US-411 (SR 20),88.0,0,1,1989.0,0,0
2002,10710,0,9,24,SR-225,54.0,0,1,1996.0,0,0
2002,10711,0,5,20,US-17(SR25),54.0,0,1,1996.0,0,0
2002,10712,0,3,24,3408,1.0,0,1,1992.0,0,0
2002,10713,1,2,22,SR-5,97.0,0,1,2000.0,0,0
2002,10714,0,3,13,SR-211,94.0,0,0,1995.0,0,0
2002,10714,0,3,13,SR-211,94.0,0,1,1989.0,0,0
2002,10715,0,1,22,281,78.0,0,1,1978.0,0,0
2002,10715,0,1,22,281,78.0,0,0,1997.0,0,0
2002,10716,0,4,15,SR-17,131.0,0,1,2002.0,0,0
2002,10717,0,4,16,SR-15,209.0,0,0,1997.0,0,0
2002,10717,0,4,16,SR-15,209.0,0,1,2002.0,0,0
2002,10717,0,4,16,SR-15,209.0,0,0,1988.0,0,0
2002,10718,0,1,14,SR-85,66.0,0,1,1997.0,0,0
2002,10718,0,1,14,SR-85,66.0,0,0,1988.0,0,0
2002,10719,1,2,21,7,5.0,0,1,1991.0,0,0
2002,10719,1,2,21,7,5.0,0,0,1987.0,0,0
2002,10720,0,2,3,I-85(SR403),134.0,0,0,2000.0,0,0
2002,10721,0,5,12,89,17.0,0,1,1999.0,1,0
2002,10722,0,2,14,38,19.0,0,1,1995.0,1,0
2002,10723,0,3,20,10,6.0,0,0,1987.0,1,0
2002,10723,0,3,20,10,6.0,0,1,2000.0,0,0
2002,10724,0,4,6,546,64.0,0,1,1994.0,0,0
2002,10725,0,2,14,15,3.0,0,0,1999.0,0,0
2002,10725,0,2,14,15,3.0,0,1,1994.0,0,0
2002,10726,0,3,14,SR-133,97.0,0,1,2003.0,0,0
2002,10727,0,3,17,458,78.0,0,1,1996.0,0,0
2002,10727,0,3,17,458,78.0,0,2,1990.0,0,0
2002,10728,0,4,12,I-75(SR401)00073,73.36223662884927,0,1,1991.0,0,0
2002,10728,0,4,12,I-75(SR401)00073,73.36223662884927,0,0,2002.0,0,0
2002,10729,0,1,1,SR-223,123.0,0,0,2001.0,0,0
2002,10729,0,1,1,SR-223,123.0,0,1,1994.0,0,0
2002,10730,1,2,7,SR-54,53.0,0,0,1999.0,0,0
2002,10730,1,2,7,SR-54,53.0,0,1,1991.0,1,0
2002,10731,0,1,21,US-23/129ALT(SR87),145.0,0,0,1998.0,0,0
2002,10732,0,2,19,1945,21.0,0,1,1996.0,1,0
2002,10733,0,2,23,390,49.0,0,1,1989.0,0,0
2002,10733,0,2,23,390,49.0,0,0,1998.0,0,0
2002,10734,0,2,4,CS-069303,11.0,0,1,1991.0,1,0
2002,10735,0,3,24,71,5.0,0,1,1986.0,1,0
2002,10736,0,3,17,SR-16,67.0,0,1,1996.0,0,0
2002,10736,0,3,17,SR-16,67.0,0,0,1987.0,0,0
2002,10736,0,3,17,SR-16,67.0,0,0,1999.0,0,0
2002,10737,0,2,18,1,7.0,0,0,1992.0,1,1
2002,10737,0,2,18,1,7.0,0,0,1991.0,0,1
2002,10737,0,2,18,1,7.0,0,1,1996.0,0,1
2002,10738,0,4,19,I-95(SR405),118.0,0,0,1994.0,0,0
2002,10738,0,4,19,I-95(SR405),118.0,0,1,1991.0,0,0
2002,10739,1,2,24,SR-53,160.0,0,2,1994.0,0,0
2002,10740,0,4,18,US-19/80(SR3),2.0,0,1,1998.0,1,0
2002,10741,0,1,15,118,19.0,0,1,2001.0,0,0
2002,10742,0,3,19,SR-27,17.0,0,1,1987.0,0,0
2002,10743,0,2,18,SR-51,160.0,0,0,1998.0,1,0
2002,10743,0,2,18,SR-51,160.0,0,1,2002.0,0,0
2002,10744,0,1,20,SR-328,48.0,0,1,1996.0,0,0
2002,10745,0,3,2,539,18.0,0,1,1997.0,0,0
2002,10746,1,2,6,I-85(SR403),43.0,0,1,1989.0,0,0
2002,10746,1,2,6,I-85(SR403),43.0,0,0,1996.0,0,0
2002,10747,0,4,10,258,91.0,0,1,1993.0,0,0
2002,10747,0,4,10,258,91.0,0,0,1991.0,0,0
2002,10748,0,4,16,US-82(SR520),258.0,0,1,1970.0,0,0
2002,10748,0,4,16,US-82(SR520),258.0,0,0,1992.0,0,0
2002,10749,0,1,15,SR-92,4.0,0,1,1993.0,0,0
2002,10749,0,1,15,SR-92,4.0,0,0,2000.0,0,0
2002,10750,0,1,11,SR-232,103.0,0,0,1999.0,0,0
2002,10750,0,1,11,SR-232,103.0,0,1,1991.0,0,0
2002,10751,0,6,11,US-41(SR3),162.0,0,0,1992.0,1,0
2002,10751,0,6,11,US-41(SR3),162.0,0,2,1992.0,0,0
2002,10752,0,4,6,176,9.0,0,1,1988.0,0,0
2002,10752,0,4,6,176,9.0,0,0,2000.0,0,0
2002,10753,0,1,4,I-85(SR403),64.0,0,1,1997.0,0,0
2002,10754,0,1,14,SR-32,100.0,0,0,1996.0,0,0
2002,10754,0,1,14,SR-32,100.0,0,0,1996.0,0,0
2002,10755,0,2,15,430,37.0,0,2,1986.0,0,0
2002,10755,0,2,15,430,37.0,0,0,1998.0,0,0
2002,10756,0,6,14,106,62.0,0,1,1999.0,0,0
2002,10756,0,6,14,106,62.0,0,0,1991.0,0,0
2002,10757,0,12,16,I-185(SR411),185.0,0,1,1999.0,1,0
2002,10758,0,3,11,4176,60.0,0,1,1967.0,0,0
2002,10758,0,3,11,4176,60.0,0,0,1996.0,0,0
2002,10759,0,1,20,1946,55.0,0,1,2002.0,0,0
2002,10760,0,2,19,355,4.0,0,1,1997.0,0,0
2002,10761,0,1,6,I-20(SR402),146.0,0,1,1992.0,1,0
2002,10762,0,1,15,SR-13AL,61.0,0,1,1997.0,0,0
2002,10763,0,2,11,SR-117,8.0,0,1,1992.0,0,0
2002,10763,0,2,11,SR-117,8.0,0,1,1985.0,0,0
2002,10764,0,3,19,I-285 (SR 407),30.0,0,1,2000.0,1,0
2002,10765,0,4,16,I-75(SR401),131.0,0,1,1990.0,0,0
2002,10766,0,1,4,SR-230,219.0,0,0,1994.0,0,2
2002,10767,0,1,9,US-27 ALT (SR 85),113.0,0,1,1996.0,0,0
2002,10767,0,1,9,US-27 ALT (SR 85),113.0,0,0,1996.0,0,0
2002,10768,0,2,16,I-85(SR403),243.0,0,1,1994.0,1,0
2002,10769,0,3,10,885,3.0,0,1,1999.0,1,0
2002,10770,0,1,21,186,24.0,0,0,1994.0,0,0
2002,10770,0,1,21,186,24.0,0,1,2002.0,0,0
2002,10771,1,2,23,SR-17ALT,8.0,0,1,1997.0,0,0
2002,10772,0,3,12,US-301(SR23),141.0,0,1,1988.0,0,0
2002,10772,0,3,12,US-301(SR23),141.0,0,0,2002.0,0,0
2002,10773,0,4,14,SR-92,131.0,0,0,1999.0,0,0
2002,10773,0,4,14,SR-92,131.0,0,1,1988.0,0,0
2002,10774,0,6,10,US-27/280(SR520),34.0,0,1,1979.0,0,0
2002,10775,1,2,24,US-78(SR10),101.0,0,1,1992.0,0,0
2002,10776,0,2,12,132,49.0,0,0,1998.0,0,0
2002,10776,0,2,12,132,49.0,0,2,1990.0,0,0
2002,10776,0,2,12,132,49.0,0,0,1990.0,0,0
2002,10777,0,4,3,I-95 (SR 405),20.0,0,1,1998.0,1,0
2002,10778,0,1,23,SR-204,79.0,0,1,1992.0,1,0
2002,10779,0,6,20,I-575 (SR 417),120.0,0,1,1993.0,1,0
2002,10780,0,1,2,487,18.0,0,1,1996.0,0,0
2002,10780,0,1,2,487,18.0,0,0,1996.0,0,0
2002,10781,0,1,7,351,38.0,0,1,1993.0,0,0
2002,10781,0,1,7,351,38.0,0,0,1999.0,0,0
2002,10782,0,5,5,I-75(SR401),44.0,0,1,1991.0,0,0
2002,10783,0,2,13,US-78(SR5),180.0,0,1,1991.0,0,0
2002,10784,0,2,7,SR-212,73.0,0,1,1995.0,0,0
2002,10784,0,2,7,SR-212,73.0,0,0,1980.0,0,0
2002,10785,1,4,1,SR-71,12.0,0,1,1999.0,0,0
2002,10786,0,2,21,I-285(SR407),111.0,0,1,2001.0,0,0
2002,10787,1,2,23,US-19/129(SR11),167.0,0,1,2000.0,1,0
2002,10788,0,1,11,SR-22,1.0,0,1,1999.0,0,0
2002,10789,0,1,15,118,10.0,0,0,1984.0,0,0
2002,10789,0,1,15,118,10.0,0,1,1999.0,0,0
2002,10790,0,1,7,SR-920,2.0,0,0,1990.0,1,0
2002,10790,0,1,7,SR-920,2.0,0,1,1993.0,0,0
2002,10791,0,4,19,I-574 (SR 417),25.0,0,1,2001.0,1,0
2002,10792,0,3,18,SR-115,140.0,0,1,1991.0,1,0
2002,10793,0,1,15,SR-140,10.0,0,1,1994.0,0,0
2002,10793,0,1,15,SR-140,10.0,0,0,1991.0,0,0
2002,10794,0,2,18,US-27ALT(SR41),14.0,0,1,2000.0,0,0
2002,10795,0,1,23,1947,36.0,0,1,1999.0,0,0
2002,10795,0,1,23,1947,36.0,0,0,1990.0,0,0
2002,10796,0,5,13,CS-072101,7.0,0,0,2001.0,1,0
2002,10796,0,5,13,CS-072101,7.0,0,1,1996.0,0,0
2002,10796,0,5,13,CS-072101,7.0,0,0,1996.0,0,0
2002,10797,0,2,12,US-80(SR26),180.0,0,1,1994.0,1,0
2002,10798,0,1,14,US-411(SR53),29.0,0,1,1993.0,1,0
2002,10799,0,1,10,I-75(SR401),179.0,0,1,1996.0,0,0
2002,10800,0,2,11,SR-151,26.0,0,1,2001.0,0,0
2002,10801,0,2,21,SR-17,28.0,0,1,1990.0,0,0
2002,10801,0,2,21,SR-17,28.0,0,0,1998.0,0,0
2002,10802,2,3,3,I-95(SR405),26.0,0,1,1998.0,1,0
2002,10803,0,12,14,I-75(SR401),123.0,0,1,1990.0,1,0
2002,10804,0,3,1,243,3.0,0,1,1987.0,0,0
2002,10805,0,1,23,SR-136,34.0,0,0,1990.0,0,0
2002,10805,0,1,23,SR-136,34.0,0,0,1997.0,0,0
2002,10805,0,1,23,SR-136,34.0,0,0,1990.0,0,0
2002,10805,0,1,23,SR-136,34.0,0,0,1999.0,0,0
2002,10805,0,1,23,SR-136,34.0,0,0,1996.0,0,0
2002,10806,0,4,12,US-19(SR3),41.0,0,1,1993.0,0,0
2002,10806,0,4,12,US-19(SR3),41.0,0,0,2002.0,0,0
2002,10807,0,1,19,SR-100,128.0,0,1,1995.0,0,0
2002,10808,0,1,3,335,21.0,0,1,2001.0,0,0
2002,10808,0,1,3,335,21.0,0,0,1993.0,0,0
2002,10809,0,2,20,US-1(SR4),75.0,0,1,1995.0,0,0
2002,10810,0,1,22,SR-292,88.0,0,1,2000.0,0,0
2002,10811,0,3,3,106,4.0,0,1,1997.0,0,0
2002,10812,1,2,13,I-75 (SR 401),132.0,0,1,1990.0,0,0
2002,10813,0,3,24,225,8.0,0,1,1999.0,1,0
2002,10814,0,3,16,US-19(SR3),212.0,0,1,2000.0,0,0
2002,10815,1,2,15,5188,38.0,0,1,1990.0,0,0
2002,10815,1,2,15,5188,38.0,0,0,1978.0,1,0
2002,10816,0,2,16,I-75 (SR 401),22.0,0,1,1986.0,0,0
2002,10816,0,2,16,I-75 (SR 401),22.0,0,0,2001.0,0,0
2002,10816,0,2,16,I-75 (SR 401),22.0,0,0,1989.0,0,0
2002,10817,1,3,16,73,3.0,0,0,1984.0,0,0
2002,10818,0,2,16,I-16 (SR 404),142.0,0,1,1994.0,1,0
2002,10818,0,2,16,I-16 (SR 404),142.0,0,0,1997.0,0,0
2002,10819,0,2,9,US-41 (SR 7),232.0,0,1,1998.0,1,0
2002,10820,1,2,17,US-82(SR520),17.0,0,1,1999.0,0,0
2002,10820,1,2,17,US-82(SR520),17.0,0,2,2000.0,0,0
2002,10820,1,2,17,US-82(SR520),17.0,0,0,1998.0,0,0
2002,10820,1,2,17,US-82(SR520),17.0,0,0,2002.0,0,0
2002,10820,1,2,17,US-82(SR520),17.0,0,0,1999.0,0,0
2002,10820,1,2,17,US-82(SR520),17.0,0,0,1997.0,0,0
2002,10820,1,2,17,US-82(SR520),17.0,0,0,1999.0,0,0
2002,10821,0,2,18,MIRROR LAKE BLVD,14.0,0,1,2001.0,0,0
2002,10822,0,6,13,US-41(SR7),78.0,0,1,1989.0,0,0
2002,10823,0,5,19,SR-54,38.0,0,1,1997.0,0,0
2002,10824,2,3,23,US-29(SR8),52.0,0,1,2002.0,1,0
2002,10825,0,3,24,I-20(SR402),108.0,0,1,2001.0,1,0
2002,10826,0,1,2,US-129(SR11),273.0,0,1,1986.0,0,0
2002,10826,0,1,2,US-129(SR11),273.0,0,0,1994.0,0,0
2002,10827,0,2,16,824,9.0,0,1,1998.0,0,0
2002,10829,0,3,24,SR-112,127.0,0,1,1998.0,0,0
2002,10830,5,6,15,I-75(SR401),59.0,0,2,2002.0,0,0
2002,10831,0,6,9,US-17(SR25),202.0,0,1,2000.0,0,0
2002,10832,0,1,16,224,20.0,0,2,2003.0,0,0
2002,10833,0,5,17,US-319(SR31),182.0,0,1,1990.0,0,0
2002,10834,0,2,13,155,5.0,0,1,1997.0,0,0
2002,10835,0,4,20,27,5.0,0,1,1993.0,1,0
2002,10836,0,4,9,SR-5,80.0,0,1,2001.0,0,0
2002,10837,2,7,15,I-85 (SR 403),65.0,0,1,1997.0,0,0
2002,10838,0,1,22,GROVE PARK PL,0.0,0,0,1993.0,1,0
2002,10838,0,1,22,GROVE PARK PL,0.0,0,1,2001.0,0,0
2002,10839,0,4,13,SR-52,222.0,0,1,1983.0,0,0
2002,10840,0,4,14,US-1(SR4),207.0,0,1,1996.0,1,0
2002,10841,0,1,14,SR-115,11.0,0,0,1988.0,0,0
2002,10842,0,3,12,SR-166,210.0,0,0,1991.0,0,0
2002,10843,0,2,21,382,64.0,0,0,2000.0,0,0
2002,10843,0,2,21,382,64.0,0,1,1974.0,0,0
2002,10843,0,2,21,382,64.0,0,1,1986.0,0,0
2002,10843,0,2,21,382,64.0,0,0,2003.0,0,0
2002,10844,1,4,13,44,13.0,0,0,1988.0,0,0
2002,10845,0,3,10,41,15.0,0,1,1993.0,0,0
2002,10846,0,3,13,352,8.0,0,1,1991.0,0,0
2002,10847,0,1,22,290,10.0,0,1,1995.0,1,0
2002,10848,1,2,14,170,5.0,0,1,2001.0,0,0
2002,10849,0,3,18,4400,15.0,0,1,1998.0,0,0
2002,10849,0,3,18,4400,15.0,0,0,1997.0,0,0
2002,10850,0,3,11,US-29 (SR 14),141.0,0,1,1991.0,0,0
2002,10851,0,2,15,SR-14,131.0,0,0,2002.0,1,0
2002,10851,0,2,15,SR-14,131.0,0,1,1994.0,0,0
2002,10852,0,2,9,217,32.0,0,1,1993.0,0,0
2002,10853,1,2,17,US-19(SR3),64.0,0,1,1999.0,0,0
2002,10854,0,1,14,226,43.0,0,1,1982.0,1,0
2002,10855,0,3,18,US-341 (7),26.0,0,0,2000.0,0,0
2002,10855,0,3,18,US-341 (7),26.0,0,2,1991.0,0,0
2002,10856,0,2,20,579,1.0,0,1,1995.0,1,0
2002,10857,0,2,7,5197,48.0,0,0,1995.0,0,0
2002,10858,1,2,24,141,1.0,0,0,2000.0,0,0
2002,10859,0,3,22,I-75 (SR 401),72.0,0,1,2002.0,0,0
2002,10860,0,3,3,SR-43,33.0,0,1,2002.0,0,0
2002,10861,0,7,1,I-75,107.0,0,1,1988.0,1,0
2002,10862,0,3,20,61,0.0,0,3,1987.0,0,0
2002,10862,0,3,20,61,0.0,0,0,1991.0,0,0
2002,10863,0,1,3,85,18.0,0,1,1992.0,0,0
2002,10864,0,1,18,I-20 (SR 402),47.0,0,1,2002.0,0,0
2002,10864,0,1,18,I-20 (SR 402),47.0,0,0,1997.0,0,0
2002,10865,0,2,9,SR-27,56.0,0,0,2000.0,0,0
2002,10865,0,2,9,SR-27,56.0,0,1,2000.0,0,0
2002,10866,0,3,8,US-280 (SR 520),157.0,0,1,1990.0,1,0
2002,10867,0,1,16,SR-348,40.0,0,1,1997.0,0,0
2002,10867,0,1,16,SR-348,40.0,0,0,1999.0,0,0
2002,10868,0,5,7,I-75 (SR 401),64.0,0,0,2001.0,0,0
2002,10868,0,5,7,I-75 (SR 401),64.0,0,4,1993.0,0,0
2002,10869,0,1,23,US-80 (SR 22),138.0,0,1,2003.0,0,0
2002,10870,0,3,7,455,122.0,0,1,2001.0,0,0
2002,10870,0,3,7,455,122.0,0,0,2001.0,0,0
2002,10871,0,3,12,US-23 (SR 365),276.0,0,1,1993.0,1,0
2002,10872,0,2,11,I-75 (SR 401),299.0,0,1,1987.0,1,0
2002,10873,0,2,18,I-16 (SR 404),28.0,0,1,1994.0,0,0
2002,10873,0,2,18,I-16 (SR 404),28.0,0,0,1998.0,0,0
2002,10874,0,5,23,4895,0.0,0,2,1995.0,0,0
2002,10875,0,4,17,SR-3,168.0,0,1,1994.0,1,0
