YEAR,ST_CASE,NUM_PEDS,PERSONS,HOUR,ROAD_NAME,MILE_MARKER,SCH_BUS,DEATHS,MOD_YEAR,DR_DRINK,HIT_RUN
2004,10170,0,3,3,SR-60,61.351377018043685,0,0,2003.0,0,0
2004,10171,1,2,19,SR-471,61.351377018043685,0,0,1987.0,0,0
2004,10171,1,2,19,SR-471,61.351377018043685,0,0,2001.0,0,0
2004,10171,1,2,19,SR-471,61.351377018043685,0,1,1982.0,0,0
2004,10172,0,3,23,SR-482,61.351377018043685,0,2,2000.0,0,0
2004,10172,0,3,23,SR-482,61.351377018043685,0,0,1998.0,0,0
2004,10173,1,3,18,CR-578,61.351377018043685,0,0,2001.0,0,0
2004,10173,1,3,18,CR-578,61.351377018043685,0,1,1999.0,0,0
2004,10174,0,3,18,BOGGY CREEK RD,61.351377018043685,0,2,2002.0,1,0
2004,10175,0,1,13,US-90,61.351377018043685,0,1,1993.0,0,0
2004,10175,0,1,13,US-90,61.351377018043685,0,0,1997.0,0,0
2004,10176,1,2,20,PINE LAKE LN,61.351377018043685,0,1,1985.0,1,0
2004,10176,1,2,20,PINE LAKE LN,61.351377018043685,0,0,1988.0,0,0
2004,10176,1,2,20,PINE LAKE LN,61.351377018043685,0,1,1992.0,0,0
2004,10177,0,2,15,132 TH AVE,61.351377018043685,0,1,1994.0,0,0
2004,10178,0,4,12,SR-816,61.351377018043685,0,1,1999.0,0,0
2004,10178,0,4,12,SR-816,61.351377018043685,0,0,2000.0,1,0
2004,10179,0,2,18,SR-574,61.351377018043685,0,1,2004.0,0,0
2004,10180,0,1,2,57TH PLACE S,61.351377018043685,0,0,1992.0,0,0
2004,10180,0,1,2,57TH PLACE S,61.351377018043685,0,1,2000.0,1,0
2004,10181,1,4,14,SR-540,61.351377018043685,0,1,2004.0,1,0
2004,10182,1,2,18,SR-134,61.351377018043685,0,1,1987.0,0,0
2004,10182,1,2,18,SR-134,61.351377018043685,0,0,1991.0,0,0
2004,10183,0,2,14,NE 9TH ST,61.351377018043685,0,1,1986.0,0,0
2004,10183,0,2,14,NE 9TH ST,61.351377018043685,0,0,1997.0,0,0
2004,10184,0,3,18,CR-552,61.351377018043685,0,4,2001.0,0,0
2004,10184,0,3,18,CR-552,61.351377018043685,0,0,1998.0,0,0
2004,10185,0,6,22,US-1,61.351377018043685,0,1,1997.0,0,0
2004,10186,1,4,15,BLOOMINGDALE AVE,61.351377018043685,0,1,2000.0,0,0
2004,10186,1,4,15,BLOOMINGDALE AVE,61.351377018043685,0,1,2001.0,0,0
2004,10187,0,4,12,SR-80,61.351377018043685,0,1,1996.0,0,0
2004,10187,0,4,12,SR-80,61.351377018043685,0,0,1998.0,0,0
2004,10188,0,6,15,I-75,61.351377018043685,0,1,1994.0,1,0
2004,10189,0,6,24,WEST ROAD,61.351377018043685,0,1,1989.0,1,0
2004,10190,1,2,9,SR-111,61.351377018043685,0,1,1995.0,0,0
2004,10190,1,2,9,SR-111,61.351377018043685,0,0,2000.0,0,0
2004,10191,0,4,6,SR-821,61.351377018043685,0,1,1993.0,0,0
2004,10192,0,2,12,CR-15,61.351377018043685,0,1,1983.0,0,0
2004,10193,1,2,18,W LAKE DR,61.351377018043685,0,1,2004.0,0,0
2004,10195,0,3,19,US-441,61.351377018043685,0,3,1972.0,0,0
2004,10195,0,3,19,US-441,61.351377018043685,0,1,1994.0,0,0
2004,10196,0,4,14,US-441,61.351377018043685,0,1,1993.0,1,0
2004,10197,1,3,24,US-301,61.351377018043685,0,0,1998.0,0,0
2004,10197,1,3,24,US-301,61.351377018043685,0,0,1997.0,0,0
2004,10198,1,2,6,CR-298A,61.351377018043685,0,1,1998.0,0,0
2004,10199,0,1,24,CR-164,61.351377018043685,0,1,1992.0,0,0
2004,10200,0,1,5,MAGNOLIA DR,61.351377018043685,0,0,2001.0,0,0
2004,10200,0,1,5,MAGNOLIA DR,61.351377018043685,0,2,2001.0,0,0
2004,10201,0,7,7,PALM BCH LAKES BLVD,61.351377018043685,0,1,2002.0,0,0
2004,10201,0,7,7,PALM BCH LAKES BLVD,61.351377018043685,0,0,1999.0,0,0
2004,10202,0,2,23,PERIMETER RD,61.351377018043685,0,2,1991.0,0,0
2004,10203,1,3,19,MCLAREN CIR,61.351377018043685,0,1,1994.0,0,0
2004,10204,0,1,5,LANNIE RD,61.351377018043685,0,0,1990.0,1,0
2004,10204,0,1,5,LANNIE RD,61.351377018043685,0,1,1996.0,1,0
2004,10205,0,2,20,I-93,61.351377018043685,0,1,1971.0,0,0
2004,10206,1,2,3,SR-50,61.351377018043685,0,0,1993.0,0,0
2004,10206,1,2,3,SR-50,61.351377018043685,0,1,1998.0,0,0
2004,10207,1,5,23,SR-A1A,61.351377018043685,0,1,1988.0,0,0
2004,10208,0,3,17,US-27,61.351377018043685,0,1,2002.0,0,0
2004,10208,0,3,17,US-27,61.351377018043685,0,0,1997.0,0,0
2004,10209,0,3,23,SR-44,61.351377018043685,0,1,1995.0,0,0
2004,10210,0,3,16,US-27,61.351377018043685,0,1,1985.0,0,0
2004,10210,0,3,16,US-27,61.351377018043685,0,0,1997.0,0,0
2004,10211,0,1,6,DUANE PALMER BLVD,61.351377018043685,0,0,1996.0,1,1
2004,10211,0,1,6,DUANE PALMER BLVD,61.351377018043685,0,1,1990.0,0,1
2004,10212,0,5,23,SANFORD AVE,61.351377018043685,0,1,1991.0,0,0
2004,10212,0,5,23,SANFORD AVE,61.351377018043685,0,1,2001.0,0,0
2004,10213,0,1,19,CR-462,61.351377018043685,0,0,1994.0,1,0
2004,10213,0,1,19,CR-462,61.351377018043685,0,1,2003.0,0,0
2004,10214,0,4,7,US-19,61.351377018043685,0,1,2001.0,0,0
2004,10215,1,2,19,US-27,61.351377018043685,0,1,1968.0,0,0
2004,10216,0,3,16,US-27,61.351377018043685,0,0,2002.0,0,0
2004,10217,0,2,12,CR-137,61.351377018043685,0,1,2001.0,0,0
2004,10218,1,3,13,US-98,61.351377018043685,0,1,2003.0,0,0
2004,10219,0,3,23,SR-688,61.351377018043685,0,0,1999.0,0,0
2004,10220,0,3,3,MYRTLE ST,61.351377018043685,0,0,1999.0,0,0
2004,10220,0,3,3,MYRTLE ST,61.351377018043685,0,1,1989.0,0,0
2004,10221,0,2,18,15TH ST,61.351377018043685,0,0,2002.0,0,0
2004,10222,1,2,23,US-19,61.351377018043685,0,0,2004.0,0,0
2004,10223,0,4,16,SR-570,61.351377018043685,0,0,2003.0,0,0
2004,10223,0,4,16,SR-570,61.351377018043685,0,1,2000.0,0,0
2004,10224,0,1,15,SR-20,61.351377018043685,0,1,1997.0,0,0
2004,10225,1,4,18,US-41,61.351377018043685,0,3,1995.0,0,0
2004,10225,1,4,18,US-41,61.351377018043685,0,0,2002.0,0,0
2004,10226,1,2,20,US-1,61.351377018043685,0,0,1995.0,1,0
2004,10226,1,2,20,US-1,61.351377018043685,0,1,1990.0,0,0
2004,10226,1,2,20,US-1,61.351377018043685,0,0,1999.0,0,0
2004,10227,0,6,18,US-1,61.351377018043685,0,2,1999.0,0,0
2004,10227,0,6,18,US-1,61.351377018043685,0,0,2002.0,0,0
2004,10228,0,1,22,SR-711,61.351377018043685,0,1,1997.0,0,0
2004,10228,0,1,22,SR-711,61.351377018043685,0,0,2003.0,0,0
2004,10229,0,3,22,I-95,61.351377018043685,0,1,2003.0,0,0
2004,10229,0,3,22,I-95,61.351377018043685,0,0,1995.0,0,0
2004,10230,0,2,23,SR-84,61.351377018043685,0,0,2001.0,0,0
2004,10230,0,2,23,SR-84,61.351377018043685,0,0,1998.0,1,0
2004,10230,0,2,23,SR-84,61.351377018043685,0,0,1994.0,0,0
2004,10230,0,2,23,SR-84,61.351377018043685,0,0,1999.0,0,0
2004,10231,1,2,16,CR-279,61.351377018043685,0,1,1998.0,0,0
2004,10232,0,2,16,SR-200,61.351377018043685,0,1,2004.0,0,0
2004,10232,0,2,16,SR-200,61.351377018043685,0,0,1999.0,0,0
2004,10233,0,4,18,SR-520,61.351377018043685,0,0,1993.0,1,2
2004,10234,0,3,8,US-1,61.351377018043685,0,1,1984.0,1,0
2004,10235,0,6,14,I-95,61.351377018043685,0,0,1996.0,0,0
2004,10235,0,6,14,I-95,61.351377018043685,0,1,1996.0,0,0
2004,10236,1,2,22,I-95,61.351377018043685,0,1,1991.0,0,0
2004,10237,0,5,16,58TH ST N,61.351377018043685,0,1,1989.0,0,0
2004,10238,0,1,8,SR-826,61.351377018043685,0,1,2004.0,0,0
2004,10238,0,1,8,SR-826,61.351377018043685,0,0,2004.0,0,0
2004,10239,0,4,19,SR-54,61.351377018043685,0,0,2002.0,0,0
2004,10240,0,1,8,SR-39,61.351377018043685,0,1,1999.0,0,0
2004,10241,0,3,17,CR-474,61.351377018043685,0,1,2002.0,0,0
2004,10241,0,3,17,CR-474,61.351377018043685,0,0,1998.0,0,0
2004,10242,0,2,17,US-19,61.351377018043685,0,1,2003.0,1,0
2004,10243,0,2,5,SR-826,61.351377018043685,0,0,1996.0,0,2
2004,10244,0,15,15,CR-752,61.351377018043685,0,1,1995.0,0,0
2004,10244,0,15,15,CR-752,61.351377018043685,0,0,2003.0,0,0
2004,10245,0,1,14,CR-13,61.351377018043685,0,1,2000.0,1,0
2004,10245,0,1,14,CR-13,61.351377018043685,0,0,2000.0,0,0
2004,10246,1,2,21,SR-200,61.351377018043685,0,2,1992.0,0,0
2004,10246,1,2,21,SR-200,61.351377018043685,0,0,1997.0,0,0
2004,10247,0,2,15,JOSEPHENE RD,61.351377018043685,1,1,1998.0,0,0
2004,10248,1,2,17,WOODLAND CREEK,61.351377018043685,0,1,1991.0,0,0
2004,10248,1,2,17,WOODLAND CREEK,61.351377018043685,0,0,2000.0,0,0
2004,10249,0,2,12,APOPKA AVE,61.351377018043685,0,0,1985.0,0,0
2004,10249,0,2,12,APOPKA AVE,61.351377018043685,0,1,2002.0,0,0
2004,10250,0,4,20,SR-50,61.351377018043685,0,0,1999.0,0,0
2004,10250,0,4,20,SR-50,61.351377018043685,0,1,1999.0,0,0
2004,10250,0,4,20,SR-50,61.351377018043685,0,0,1995.0,0,0
2004,10250,0,4,20,SR-50,61.351377018043685,0,0,1994.0,0,0
2004,10251,2,3,18,BAYMEADOWS HWY,61.351377018043685,0,1,2000.0,0,0
2004,10252,0,1,8,EL CONQUISTADOR PKWY,61.351377018043685,0,0,1999.0,0,0
2004,10253,1,3,17,ROGERO RD,61.351377018043685,0,0,1996.0,0,0
2004,10253,1,3,17,ROGERO RD,61.351377018043685,0,0,1995.0,0,0
2004,10253,1,3,17,ROGERO RD,61.351377018043685,0,1,1994.0,0,0
2004,10254,0,6,23,US-1,61.351377018043685,0,1,1990.0,0,0
2004,10254,0,6,23,US-1,61.351377018043685,0,0,2000.0,0,0
2004,10255,1,2,18,NW 7TH ST,61.351377018043685,0,1,1991.0,0,0
2004,10256,0,2,1,GRIFFIN RD,61.351377018043685,0,1,2002.0,0,0
2004,10256,0,2,1,GRIFFIN RD,61.351377018043685,0,0,1997.0,0,0
2004,10257,0,2,15,LIMONA RD,61.351377018043685,0,0,2001.0,0,0
2004,10257,0,2,15,LIMONA RD,61.351377018043685,0,1,1998.0,0,0
2004,10258,0,2,15,SR-189,61.351377018043685,0,1,1991.0,1,0
2004,10259,1,3,5,SR-436,61.351377018043685,0,0,1996.0,1,0
2004,10259,1,3,5,SR-436,61.351377018043685,0,1,1992.0,0,0
2004,10260,0,1,11,GATOR CIR E,61.351377018043685,0,1,2002.0,0,0
2004,10261,1,3,18,SR-559,61.351377018043685,0,1,2004.0,0,0
2004,10262,0,2,8,HONEY HILL RD,61.351377018043685,0,0,2001.0,0,0
2004,10262,0,2,8,HONEY HILL RD,61.351377018043685,0,1,1987.0,0,0
2004,10263,0,4,17,US-19,61.351377018043685,0,1,2001.0,0,0
2004,10264,0,3,13,US-17,61.351377018043685,0,0,1999.0,0,0
2004,10264,0,3,13,US-17,61.351377018043685,0,1,1991.0,0,0
2004,10265,0,1,6,I-295,61.351377018043685,0,0,2003.0,0,0
2004,10266,0,2,10,US-98,61.351377018043685,0,1,1995.0,0,0
2004,10266,0,2,10,US-98,61.351377018043685,0,1,2002.0,0,0
2004,10267,0,1,19,RESOTA BEACH RD,61.351377018043685,0,0,1977.0,0,0
2004,10268,1,4,9,US-1,61.351377018043685,0,1,1974.0,0,0
2004,10269,0,3,3,SE 24TH ST,61.351377018043685,0,1,1992.0,1,0
2004,10270,0,2,5,SR-60,61.351377018043685,0,1,1989.0,1,0
2004,10271,0,3,10,PLEASANT HILL RD,61.351377018043685,0,2,1994.0,0,0
2004,10271,0,3,10,PLEASANT HILL RD,61.351377018043685,0,0,2003.0,0,0
2004,10272,1,2,23,15TH ST E,61.351377018043685,0,1,1976.0,0,0
2004,10272,1,2,23,15TH ST E,61.351377018043685,0,0,2001.0,0,0
2004,10273,0,3,16,US-41,61.351377018043685,0,2,2001.0,0,0
2004,10273,0,3,16,US-41,61.351377018043685,0,0,2003.0,0,0
2004,10274,0,2,16,US-29,61.351377018043685,0,0,1993.0,1,0
2004,10274,0,2,16,US-29,61.351377018043685,0,1,1991.0,0,0
2004,10274,0,2,16,US-29,61.351377018043685,0,0,2004.0,0,0
2004,10274,0,2,16,US-29,61.351377018043685,0,0,2000.0,0,0
2004,10275,0,6,14,SAUFLEY PINES RD,61.351377018043685,0,1,2004.0,0,0
2004,10276,0,1,22,US-1,61.351377018043685,0,1,1999.0,0,0
2004,10276,0,1,22,US-1,61.351377018043685,0,0,2001.0,0,0
2004,10277,0,4,18,I-275,61.351377018043685,0,1,1996.0,1,0
2004,10278,0,3,19,SW 152ND ST,61.351377018043685,0,2,1997.0,0,0
2004,10279,0,3,10,US-19,61.351377018043685,0,1,1999.0,0,0
2004,10280,3,4,16,174TH ST,61.351377018043685,0,1,2002.0,0,0
2004,10280,3,4,16,174TH ST,61.351377018043685,0,0,2002.0,0,0
2004,10281,1,2,24,US-1,61.351377018043685,0,0,1996.0,1,2
2004,10282,0,4,9,EVERGLADES BLVD,61.351377018043685,0,1,2002.0,0,0
2004,10283,1,3,24,SR-5A,61.351377018043685,0,1,1992.0,0,0
2004,10283,1,3,24,SR-5A,61.351377018043685,0,0,1995.0,0,0
2004,10284,1,2,21,SR-94,61.351377018043685,0,1,1990.0,0,0
2004,10284,1,2,21,SR-94,61.351377018043685,0,0,1998.0,0,0
2004,10285,1,2,20,SR-A1A,61.351377018043685,0,1,1976.0,0,0
2004,10286,0,8,22,US-27,61.351377018043685,0,1,2002.0,0,0
2004,10287,0,5,10,SR-78,61.351377018043685,0,1,2002.0,0,0
2004,10288,1,3,18,CR-694,61.351377018043685,0,1,1998.0,0,0
2004,10289,0,3,3,UNIVERSITY BLVD,61.351377018043685,0,1,1994.0,0,0
2004,10290,1,2,21,SR-817,61.351377018043685,0,1,1990.0,1,0
2004,10290,1,2,21,SR-817,61.351377018043685,0,0,2002.0,0,0
2004,10291,0,2,13,SR-A1A,61.351377018043685,0,1,1988.0,0,0
2004,10291,0,2,13,SR-A1A,61.351377018043685,0,0,1994.0,0,0
2004,10291,0,2,13,SR-A1A,61.351377018043685,0,0,2002.0,0,0
2004,10292,2,3,19,NUNA AVE,61.351377018043685,0,1,1996.0,1,0
2004,10293,1,3,2,I-95,61.351377018043685,0,1,1998.0,1,0
2004,10294,0,3,9,DYER BLVD,61.351377018043685,0,1,1995.0,0,0
2004,10295,0,1,10,MOORES LAKE RD,61.351377018043685,0,1,1990.0,0,0
2004,10295,0,1,10,MOORES LAKE RD,61.351377018043685,0,0,1997.0,0,0
2004,10296,0,2,22,COUNTY HOLLOW,61.351377018043685,0,1,1997.0,1,0
2004,10297,0,3,22,US-1,61.351377018043685,0,1,1999.0,1,0
2004,10298,1,2,10,SUNSET STRIP,61.351377018043685,0,1,1995.0,1,0
2004,10299,0,2,8,US-17,61.351377018043685,0,1,1996.0,0,0
2004,10300,0,2,3,SR-9,61.351377018043685,0,1,1984.0,1,0
2004,10301,0,2,5,SR-739,61.351377018043685,0,1,2002.0,0,0
2004,10302,0,4,3,I-10,61.351377018043685,0,1,2001.0,0,0
2004,10302,0,4,3,I-10,61.351377018043685,0,1,2002.0,0,0
2004,10303,1,2,19,NW 47TH AVE,61.351377018043685,0,1,1993.0,1,0
2004,10304,1,2,22,SPRING HILL DR,61.351377018043685,0,1,1987.0,0,0
2004,10304,1,2,22,SPRING HILL DR,61.351377018043685,0,0,1997.0,0,0
2004,10304,1,2,22,SPRING HILL DR,61.351377018043685,0,0,1998.0,0,0
2004,10305,1,2,19,SR-94,61.351377018043685,0,1,1995.0,0,0
2004,10306,1,2,19,US-45,61.351377018043685,0,1,2000.0,0,0
2004,10307,0,4,15,SR-238,61.351377018043685,0,1,1993.0,0,0
2004,10308,0,2,23,SR-60,61.351377018043685,0,1,2002.0,1,0
2004,10309,0,1,22,SR-776,61.351377018043685,0,1,1987.0,0,0
2004,10309,0,1,22,SR-776,61.351377018043685,0,1,1995.0,0,0
2004,10310,0,1,23,I-95,61.351377018043685,0,2,2001.0,0,0
2004,10310,0,1,23,I-95,61.351377018043685,0,1,1999.0,0,0
2004,10311,0,7,20,US-19ALT,61.351377018043685,0,1,2000.0,1,0
2004,10312,0,3,24,PALM AVE,61.351377018043685,0,1,1995.0,0,0
2004,10312,0,3,24,PALM AVE,61.351377018043685,0,0,1989.0,0,0
2004,10313,0,4,17,SW 149TH AVE,61.351377018043685,0,1,1997.0,1,0
2004,10314,0,1,24,LAKE PICKETT RD,61.351377018043685,0,0,2001.0,0,0
2004,10314,0,1,24,LAKE PICKETT RD,61.351377018043685,0,2,1998.0,0,0
2004,10314,0,1,24,LAKE PICKETT RD,61.351377018043685,0,1,2000.0,1,0
2004,10315,1,2,19,US-41,61.351377018043685,0,1,1995.0,0,0
2004,10315,1,2,19,US-41,61.351377018043685,0,0,1996.0,0,0
2004,10316,1,4,24,US-19,61.351377018043685,0,1,1986.0,0,0
2004,10316,1,4,24,US-19,61.351377018043685,0,0,1999.0,0,0
2004,10317,0,1,18,SR-959,61.351377018043685,0,0,2000.0,0,0
2004,10317,0,1,18,SR-959,61.351377018043685,0,1,1993.0,0,0
2004,10318,0,5,18,SR-64,61.351377018043685,0,1,1988.0,0,0
2004,10318,0,5,18,SR-64,61.351377018043685,0,0,1999.0,0,0
2004,10319,0,4,11,CR-881,61.351377018043685,0,1,1993.0,0,0
2004,10319,0,4,11,CR-881,61.351377018043685,0,0,1990.0,0,0
2004,10320,0,2,14,US-19,61.351377018043685,0,0,1998.0,1,0
2004,10320,0,2,14,US-19,61.351377018043685,0,1,1993.0,0,0
2004,10321,1,2,19,SR-968,61.351377018043685,0,1,2002.0,1,0
2004,10322,1,2,19,83RD AVE N,61.351377018043685,0,0,1998.0,0,0
2004,10323,1,2,23,9TH AVE N,61.351377018043685,0,1,1988.0,0,0
2004,10324,0,2,14,W GATEWAY,61.351377018043685,0,1,2000.0,0,0
2004,10325,1,2,13,SR-436,61.351377018043685,0,0,1996.0,0,2
2004,10326,0,1,16,MINER,61.351377018043685,0,1,1999.0,0,0
2004,10327,0,2,13,N BEACH ST,61.351377018043685,0,0,2001.0,0,2
2004,10328,0,3,18,SR-228,61.351377018043685,0,1,2001.0,0,0
2004,10329,1,3,19,US-90,61.351377018043685,0,1,1998.0,0,0
2004,10329,1,3,19,US-90,61.351377018043685,0,0,2004.0,0,0
2004,10330,0,2,18,I-395,61.351377018043685,0,1,1997.0,1,0
2004,10331,0,3,8,SR-580,61.351377018043685,0,1,2000.0,0,0
2004,10331,0,3,8,SR-580,61.351377018043685,0,0,2001.0,0,0
2004,10332,0,4,22,AVE L NW,61.351377018043685,0,1,1996.0,1,0
2004,10333,0,1,15,US-19,61.351377018043685,0,1,1992.0,0,0
2004,10333,0,1,15,US-19,61.351377018043685,0,0,1997.0,0,0
2004,10334,0,4,18,US-92,61.351377018043685,0,0,1997.0,0,0
2004,10334,0,4,18,US-92,61.351377018043685,0,1,2000.0,0,0
2004,10335,1,2,7,SR-907,61.351377018043685,0,2,2001.0,1,0
2004,10336,1,2,23,US-1,61.351377018043685,0,1,2003.0,0,0
2004,10337,0,3,23,SR-620,61.351377018043685,0,1,1990.0,1,0
2004,10338,0,1,6,SR-24,61.351377018043685,0,0,1994.0,0,0
2004,10338,0,1,6,SR-24,61.351377018043685,0,1,1996.0,0,0
2004,10338,0,1,6,SR-24,61.351377018043685,0,0,2003.0,0,0
2004,10338,0,1,6,SR-24,61.351377018043685,0,0,2002.0,0,0
2004,10339,0,3,17,I-95,61.351377018043685,0,1,2000.0,0,0
2004,10340,0,2,6,SR-528,61.351377018043685,0,0,1984.0,0,0
2004,10340,0,2,6,SR-528,61.351377018043685,0,1,2000.0,0,0
2004,10341,0,2,1,SR-91,61.351377018043685,0,1,1992.0,0,0
2004,10342,0,6,19,SR-693,61.351377018043685,0,1,1996.0,0,0
2004,10343,0,5,12,US-90,61.351377018043685,0,1,1987.0,0,0
2004,10343,0,5,12,US-90,61.351377018043685,0,0,2000.0,0,0
2004,10344,0,2,14,BRICKYARD RD,61.351377018043685,0,1,2002.0,0,0
2004,10345,0,1,16,SR-55,61.351377018043685,0,1,1993.0,0,0
2004,10346,0,2,9,US-41,61.351377018043685,0,0,2001.0,0,0
2004,10346,0,2,9,US-41,61.351377018043685,0,1,1990.0,0,0
2004,10347,0,1,9,PEACHTREE ST,61.351377018043685,0,1,1994.0,1,0
2004,10348,1,2,2,SR-60,61.351377018043685,0,1,2000.0,0,0
2004,10348,1,2,2,SR-60,61.351377018043685,0,0,2001.0,0,0
2004,10349,0,3,22,NE 177TH ST,61.351377018043685,0,1,1998.0,0,0
2004,10349,0,3,22,NE 177TH ST,61.351377018043685,0,0,1998.0,0,0
2004,10350,0,1,22,PIANO RD,61.351377018043685,0,1,1987.0,0,0
2004,10351,0,3,14,SUMMERLIN RD,61.351377018043685,0,1,1999.0,0,0
2004,10352,0,8,7,SR-20,61.351377018043685,0,1,1991.0,0,0
2004,10353,0,2,16,US-301,61.351377018043685,0,1,2000.0,0,0
2004,10353,0,2,16,US-301,61.351377018043685,0,0,2003.0,0,0
2004,10354,0,4,1,US-19,61.351377018043685,0,1,1991.0,0,0
2004,10354,0,4,1,US-19,61.351377018043685,0,0,2003.0,0,0
2004,10355,1,2,11,US-41,61.351377018043685,0,0,1999.0,0,0
2004,10356,0,2,18,I-10,61.351377018043685,0,1,1995.0,1,0
2004,10356,0,2,18,I-10,61.351377018043685,0,0,1990.0,0,0
2004,10357,0,1,1,US-90,61.351377018043685,0,1,1989.0,0,0
2004,10358,1,2,19,SR-933,61.351377018043685,0,1,1993.0,1,0
2004,10358,1,2,19,SR-933,61.351377018043685,0,0,1999.0,0,0
2004,10359,1,2,22,SR-809,61.351377018043685,0,1,1991.0,0,0
2004,10359,1,2,22,SR-809,61.351377018043685,0,3,1997.0,0,0
2004,10360,0,3,17,I-4,61.351377018043685,0,1,1994.0,1,0
2004,10361,0,6,16,RED BUG LAKE RD,61.351377018043685,0,1,1986.0,0,0
2004,10362,1,3,13,SR-809,61.351377018043685,0,1,1993.0,0,0
2004,10363,1,2,14,SE 55TH AVE,61.351377018043685,0,1,2001.0,0,0
2004,10364,1,2,19,SR-810,61.351377018043685,0,1,1995.0,0,0
2004,10364,1,2,19,SR-810,61.351377018043685,0,0,1988.0,0,0
2004,10365,0,3,20,LAKE UNDERHILL RD,61.351377018043685,0,0,2001.0,0,2
2004,10366,0,2,4,GRANADA BLVD,61.351377018043685,0,1,1989.0,0,0
2004,10367,0,3,1,SR-824,61.351377018043685,0,1,2003.0,0,0
2004,10368,0,2,21,LINDEN DR,61.351377018043685,0,0,1996.0,1,1
2004,10368,0,2,21,LINDEN DR,61.351377018043685,0,1,2003.0,0,1
2004,10369,0,5,8,SR-860,61.351377018043685,0,1,1994.0,0,0
2004,10369,0,5,8,SR-860,61.351377018043685,0,0,1999.0,0,0
2004,10370,0,3,23,SR-436,61.351377018043685,0,1,1996.0,1,0
2004,10370,0,3,23,SR-436,61.351377018043685,0,0,2000.0,1,0
2004,10371,0,1,23,NEWMARK DR,61.351377018043685,0,0,1996.0,0,2
2004,10372,0,5,12,FRANCISCO ST,61.351377018043685,0,1,2004.0,1,0
2004,10373,2,3,20,US-1,61.351377018043685,0,1,2000.0,0,0
2004,10374,0,2,23,US-1,61.351377018043685,0,1,1991.0,1,0
2004,10374,0,2,23,US-1,61.351377018043685,0,0,1970.0,0,0
2004,10374,0,2,23,US-1,61.351377018043685,0,0,1991.0,0,0
2004,10375,0,1,4,SR-997,61.351377018043685,0,0,2001.0,0,0
2004,10376,0,4,18,I-95,61.351377018043685,0,1,1989.0,0,0
2004,10376,0,4,18,I-95,61.351377018043685,0,0,1982.0,0,0
2004,10377,0,6,14,US-27,61.351377018043685,0,0,1996.0,0,2
2004,10378,0,2,22,24TH ST,61.351377018043685,0,0,1996.0,0,2
2004,10379,0,5,11,151ST ST,61.351377018043685,0,1,1998.0,0,0
2004,10379,0,5,11,151ST ST,61.351377018043685,0,0,1993.0,0,0
2004,10380,0,1,18,SW 6TH ST,61.351377018043685,0,1,1996.0,0,0
2004,10381,1,2,18,SR-699,61.351377018043685,0,1,1996.0,0,0
2004,10382,0,3,15,US-17,61.351377018043685,0,2,2003.0,0,0
2004,10383,0,9,8,I-95,61.351377018043685,0,1,2004.0,1,0
2004,10384,0,1,5,POWER LINE RD,61.351377018043685,0,1,1997.0,0,0
2004,10384,0,1,5,POWER LINE RD,61.351377018043685,0,0,1991.0,1,0
2004,10385,0,2,6,SR-867,61.351377018043685,0,0,1997.0,0,0
2004,10386,0,2,24,SW 152ND ST,61.351377018043685,0,1,1993.0,1,0
2004,10387,0,5,20,W FLAGLER ST,61.351377018043685,0,1,1994.0,1,0
2004,10388,0,1,20,US-41,61.351377018043685,0,1,2000.0,1,0
2004,10389,0,2,7,9TH ST S,61.351377018043685,0,1,1999.0,0,0
2004,10390,0,1,19,US-1,61.351377018043685,0,1,1996.0,1,0
2004,10391,0,2,21,STIRLING RD,61.351377018043685,0,1,1992.0,0,0
2004,10391,0,2,21,STIRLING RD,61.351377018043685,0,0,1982.0,0,0
2004,10392,0,1,1,SR-40,61.351377018043685,0,1,1994.0,0,0
2004,10393,1,2,13,SR-44,61.351377018043685,0,3,1999.0,1,0
2004,10394,1,3,22,US-41,61.351377018043685,0,1,1993.0,0,0
2004,10395,0,3,19,SR-472,61.351377018043685,0,1,2004.0,0,0
2004,10396,0,3,10,US-41,61.351377018043685,0,0,2000.0,0,0
2004,10396,0,3,10,US-41,61.351377018043685,0,1,1998.0,0,0
2004,10397,1,2,10,JOHN RIGGINS PKWY,61.351377018043685,0,1,1990.0,0,0
2004,10398,0,4,7,US-41,61.351377018043685,0,0,1993.0,0,0
2004,10398,0,4,7,US-41,61.351377018043685,0,1,1997.0,0,0
2004,10399,1,4,19,US-1,61.351377018043685,0,1,1994.0,0,0
2004,10400,0,2,13,SR-44,61.351377018043685,0,1,2004.0,0,0
2004,10401,0,2,10,SW 47TH ST,61.351377018043685,0,1,2003.0,0,0
2004,10402,1,2,16,SR-507,61.351377018043685,0,1,1998.0,0,0
2004,10403,0,6,17,SR-70,61.351377018043685,0,1,2003.0,0,0
2004,10404,0,2,22,US-98,61.351377018043685,0,1,1986.0,1,0
2004,10405,0,5,7,US-98,61.351377018043685,0,1,1992.0,1,0
2004,10406,0,4,15,US-27,61.351377018043685,0,1,1998.0,0,0
2004,10406,0,4,15,US-27,61.351377018043685,0,0,1999.0,0,0
2004,10407,0,3,11,SR-A1A,61.351377018043685,0,1,2001.0,0,0
2004,10407,0,3,11,SR-A1A,61.351377018043685,0,0,2000.0,0,0
2004,10408,0,1,22,SR-100,61.351377018043685,0,1,2002.0,0,0
