YEAR,ST_CASE,NUM_PEDS,PERSONS,HOUR,ROAD_NAME,MILE_MARKER,SCH_BUS,HIT_RUN,MOD_YEAR,DEATHS,DR_DRINK
1992,20046,0,3,24,CR633,0.0,0,0,1992.0,1,1
1992,20047,0,2,24,RT27,111.0,0,0,1982.0,1,1
1992,20048,0,9,17,CR603,0.0,0,0,1981.0,0,0
1992,20048,0,9,17,CR603,0.0,0,0,1989.0,2,0
1992,20049,1,2,24,CR527,0.0,0,2,1990.0,0,1
1992,20050,1,2,2,I700,942.0,0,0,1990.0,1,0
1992,20051,0,4,19,WATERWORKS,0.0,0,0,1990.0,1,0
1992,20052,0,3,14,TEXASROAD,0.0,0,0,1991.0,1,1
1992,20053,1,2,19,RT36,128.0,0,0,1992.0,1,0
1992,20054,0,2,19,WESTSTREET,0.0,0,0,1986.0,2,0
1992,20054,0,2,19,WESTSTREET,0.0,0,0,1986.0,0,0
1992,20055,0,9,16,I80,377.0,0,0,1991.0,1,0
1992,20055,0,9,16,I80,377.0,0,0,1976.0,0,0
1992,20056,0,1,19,RT10,22.0,0,0,1972.0,2,1
1992,20057,0,4,19,RT37,446.0,0,0,1982.0,1,1
1992,20058,0,4,18,CR549,0.0,0,2,1991.0,0,1
1992,20059,0,2,22,CR526,0.0,0,0,1992.0,1,0
1992,20060,1,2,19,MONROEST,0.0,0,0,1980.0,1,0
1992,20061,0,1,1,CR623,0.0,0,0,1965.0,3,0
1992,20061,0,1,1,CR623,0.0,0,0,1988.0,1,1
1992,20062,0,3,6,CR517,0.0,0,0,1986.0,1,1
1992,20062,0,3,6,CR517,0.0,0,0,1992.0,0,0
1992,20062,0,3,6,CR517,0.0,0,0,1992.0,0,0
1992,20062,0,3,6,CR517,0.0,0,0,1987.0,0,0
1992,20063,0,2,22,CANISTEAR,0.0,0,0,1990.0,1,1
1992,20064,0,2,22,US1&9,396.0,0,0,1987.0,1,0
1992,20065,1,2,11,SHERIDAN,0.0,0,0,1991.0,2,1
1992,20065,1,2,11,SHERIDAN,0.0,0,0,1990.0,2,0
1992,20066,1,2,3,RT57,75.0,0,0,1986.0,0,0
1992,20067,2,3,13,EIGHTH ST,0.0,0,0,1984.0,1,0
1992,20067,2,3,13,EIGHTH ST,0.0,0,0,1984.0,0,0
1992,20068,0,2,9,CR615,0.0,0,0,1992.0,1,0
1992,20069,0,4,23,CR507,0.0,0,0,1979.0,1,0
1992,20070,0,2,7,US30,574.0,0,0,1986.0,2,0
1992,20071,0,4,24,US9,97.0,0,0,1991.0,0,1
1992,20072,0,4,16,CR25,0.0,0,0,1984.0,1,0
1992,20072,0,4,16,CR25,0.0,0,0,1989.0,0,0
1992,20073,0,2,4,US1&9,606.0,0,0,1987.0,1,0
1992,20074,0,1,3,I95,767.0,0,0,1990.0,1,0
1992,20075,1,3,13,CR30,0.0,0,0,1983.0,0,0
1992,20075,1,3,13,CR30,0.0,0,0,1980.0,1,0
1992,20076,0,1,9,RUDDEROW,0.0,0,0,1978.0,0,0
1992,20076,0,1,9,RUDDEROW,0.0,0,0,1988.0,1,1
1992,20077,0,2,21,CR616,0.0,0,0,1990.0,0,1
1992,20077,0,2,21,CR616,0.0,0,0,1991.0,1,0
1992,20078,1,2,19,NEWALBANY,0.0,0,0,1991.0,1,0
1992,20079,1,3,12,CR543,0.0,0,0,1985.0,1,1
1992,20079,1,3,12,CR543,0.0,0,0,1990.0,0,0
1992,20080,0,1,2,CR636,0.0,0,0,1990.0,0,0
1992,20080,0,1,2,CR636,0.0,0,0,1984.0,1,0
1992,20081,0,2,16,NJT700,320.0,0,0,1999.0,1,1
1992,20081,0,2,16,NJT700,320.0,0,0,1985.0,0,0
1992,20082,0,2,14,RT70,1.0,0,0,1984.0,1,0
1992,20082,0,2,14,RT70,1.0,0,0,1987.0,0,0
1992,20083,0,1,19,RT124,132.0,0,0,1989.0,1,0
1992,20084,1,2,3,US1&9,495.0,0,0,1986.0,1,0
1992,20084,1,2,3,US1&9,495.0,0,0,1993.0,0,0
1992,20085,1,2,17,CR638,0.0,0,0,1992.0,2,0
1992,20085,1,2,17,CR638,0.0,0,0,1981.0,0,0
1992,20086,1,2,19,MARSHALL,0.0,0,0,1987.0,1,1
1992,20087,1,2,16,WESTSIDE,0.0,0,0,1987.0,1,0
1992,20087,1,2,16,WESTSIDE,0.0,0,0,1979.0,0,0
1992,20088,0,1,6,US130,588.0,0,0,1987.0,1,0
1992,20089,1,2,18,US9,1253.0,0,0,1983.0,1,0
1992,20089,1,2,18,US9,1253.0,0,0,1991.0,0,0
1993,10001,2,3,12,SR31,77.0,0,0,1978.0,1,1
1993,10002,0,2,13,SR73,2.0,0,0,1990.0,1,0
1993,10003,0,2,9,SR15,41.0,0,0,1984.0,1,0
1993,10004,0,4,21,117,34.0,0,0,1984.0,1,0
1993,10004,0,4,21,117,34.0,0,0,1987.0,0,0
1993,10005,0,1,3,164,20.0,0,0,1992.0,1,0
1993,10005,0,1,3,164,20.0,0,0,1979.0,0,0
1993,10006,0,2,18,102,5016.0,0,2,1983.0,0,0
1993,10007,0,2,10,462,6.0,0,0,1984.0,1,1
1993,10008,0,1,7,15,26.0,0,0,1992.0,1,0
1993,10008,0,1,7,15,26.0,0,0,1988.0,0,0
1993,10009,0,3,13,5160,40.0,0,0,1973.0,1,1
1993,10010,0,4,23,I20,465.0,0,0,1979.0,1,0
1993,10011,0,2,12,5181999999,5016.0,0,0,1988.0,1,0
1993,10011,0,2,12,5181999999,5016.0,0,0,1993.0,0,0
1993,10012,0,4,23,SR15,144.0,0,0,1979.0,1,1
1993,10013,0,1,20,712,4.0,0,0,1987.0,0,0
1993,10013,0,1,20,712,4.0,0,0,1986.0,1,0
1993,10014,0,2,10,328,45.0,0,0,1986.0,1,0
1993,10015,0,4,10,6007,7.0,0,0,1978.0,1,0
1993,10016,0,2,6,165,5016.0,0,0,1989.0,1,1
1993,10017,0,6,20,225,112.0,0,0,1992.0,0,0
1993,10017,0,6,20,225,112.0,0,0,1991.0,0,0
1993,10017,0,6,20,225,112.0,0,0,1988.0,1,0
1993,10018,1,2,21,SR25,51.0,0,0,1974.0,0,0
1993,10018,1,2,21,SR25,51.0,0,0,1982.0,1,0
1993,10019,0,3,17,140,0.0,0,0,1987.0,1,0
1993,10019,0,3,17,140,0.0,0,0,1989.0,0,0
1993,10020,0,2,6,11,25.0,0,0,1970.0,1,0
1993,10021,0,1,16,597,2.0,0,0,1985.0,1,0
1993,10021,0,1,16,597,2.0,0,0,1985.0,0,0
1993,10022,0,2,24,294N0,36.0,0,0,1986.0,1,1
1993,10024,0,1,6,521,71.0,0,0,1987.0,1,0
1993,10025,0,1,1,102,6.0,0,0,1984.0,1,1
1993,10025,0,1,1,102,6.0,0,0,1985.0,0,0
1993,10026,0,3,13,SR3,0.0,0,0,1988.0,0,0
1993,10026,0,3,13,SR3,0.0,0,0,1975.0,1,0
1993,10027,0,1,8,45,2.0,0,0,1987.0,0,0
1993,10027,0,1,8,45,2.0,0,0,1992.0,1,0
1993,10029,0,3,10,20,68.0,0,0,1989.0,2,0
1993,10030,0,2,13,56,235.0,0,0,1986.0,1,1
1993,10031,0,8,13,456,0.0,0,0,1992.0,1,0
1993,10031,0,8,13,456,0.0,0,0,1985.0,0,0
1993,10031,0,8,13,456,0.0,0,0,1986.0,0,0
1993,10031,0,8,13,456,0.0,0,0,1989.0,0,0
1993,10032,0,3,9,SR3,178.0,0,0,1989.0,2,1
1993,10033,0,2,18,462,9.0,0,0,1977.0,1,0
1993,10034,0,2,2,I75,452.0,0,0,1985.0,1,1
1993,10035,0,1,19,1726,0.0,0,0,1988.0,1,1
1993,10036,0,1,7,257,7.0,0,0,1982.0,1,1
1993,10037,0,1,17,388,176.0,0,0,1986.0,0,0
1993,10037,0,1,17,388,176.0,0,0,1992.0,1,0
1993,10038,0,11,8,42,27.0,0,0,1977.0,1,0
1993,10039,0,2,22,I20,893.0,0,0,1992.0,1,0
1993,10040,0,2,12,76,9.0,0,0,1982.0,1,1
1993,10040,0,2,12,76,9.0,0,0,1988.0,0,1
1993,10041,0,2,6,160,7.0,0,0,1989.0,1,0
1993,10042,0,2,9,SR1,93.0,0,0,1985.0,0,0
1993,10042,0,2,9,SR1,93.0,0,0,1992.0,1,0
1993,10043,0,4,13,1050,0.0,0,0,1989.0,1,0
1993,10043,0,4,13,1050,0.0,0,0,1991.0,1,0
1993,10044,1,2,21,52,5016.0,0,0,1992.0,0,0
1993,10044,1,2,21,52,5016.0,0,0,1992.0,1,0
1993,10045,0,3,12,I20,336.0,0,0,1990.0,1,1
1993,10046,1,2,13,51,4.0,0,0,1992.0,1,1
1993,10047,0,5,7,I285,52.0,0,2,1992.0,0,1
1993,10048,0,2,11,16,0.0,0,0,1985.0,1,0
1993,10049,0,2,16,58,40.0,0,0,1983.0,1,1
1993,10049,0,2,16,58,40.0,0,0,1979.0,1,0
1993,10050,0,3,22,SR10,45.0,0,0,1993.0,1,0
1993,10051,0,2,1,I20,832.0,0,0,1983.0,2,0
1993,10052,0,1,11,I520,70.0,0,0,1986.0,0,0
1993,10052,0,1,11,I520,70.0,0,0,1978.0,2,0
1993,10053,0,1,21,383,7.0,0,0,1992.0,1,0
1993,10053,0,1,21,383,7.0,0,0,1984.0,0,0
1993,10054,0,3,15,SR15,184.0,0,0,1986.0,1,0
1993,10054,0,3,15,SR15,184.0,0,0,1988.0,0,0
1993,10055,0,2,14,I85,882.0,0,0,1990.0,0,0
1993,10055,0,2,14,I85,882.0,0,0,1981.0,1,0
1993,10056,0,2,16,20600,34.0,0,0,1987.0,1,1
1993,10057,1,2,19,SR3,55.0,0,0,1982.0,1,1
1993,10057,1,2,19,SR3,55.0,0,0,1992.0,0,0
1993,10058,0,1,6,SR1,243.0,0,0,1982.0,0,0
1993,10058,0,1,6,SR1,243.0,0,0,1986.0,1,0
1993,10059,1,2,13,293,2.0,0,0,1991.0,1,1
1993,10060,1,2,14,SR25,82.0,0,0,1983.0,1,1
1993,10061,0,6,24,945,5016.0,0,0,1990.0,1,1
1993,10062,0,2,18,11,14.0,0,0,1990.0,1,0
1993,10062,0,2,18,11,14.0,0,0,1983.0,0,0
1993,10063,0,3,11,SR1,56.0,0,0,1986.0,1,0
1993,10063,0,3,11,SR1,56.0,0,0,1984.0,0,0
1993,10064,0,3,8,66,7.0,0,0,1980.0,1,0
1993,10064,0,3,8,66,7.0,0,0,1988.0,0,0
1993,10065,0,6,16,I85,1735.0,0,0,1979.0,0,0
1993,10065,0,6,16,I85,1735.0,0,0,1992.0,2,0
1993,10066,0,1,22,169,169.0,0,0,1984.0,1,0
1993,10066,0,1,22,169,169.0,0,0,1987.0,0,0
1993,10067,0,4,16,666,1.0,0,0,1990.0,1,1
1993,10067,0,4,16,666,1.0,0,0,1999.0,0,0
1993,10068,0,2,6,SR20,83.0,0,0,1999.0,1,1
1993,10069,0,2,7,SR1,29.0,0,0,1986.0,1,1
1993,10070,0,2,17,297,57.0,0,0,1989.0,0,0
1993,10070,0,2,17,297,57.0,0,0,1985.0,2,0
1993,10071,0,2,3,26,108.0,0,0,1977.0,1,0
1993,10071,0,2,3,26,108.0,0,0,1982.0,0,0
1993,10072,1,2,11,204,43.0,0,0,1988.0,0,0
1993,10072,1,2,11,204,43.0,0,0,1977.0,1,0
1993,10073,1,2,18,39,62.0,0,0,1988.0,1,0
1993,10073,1,2,18,39,62.0,0,0,1990.0,0,1
1993,10074,0,4,1,074707,5016.0,0,0,1986.0,1,0
1993,10075,0,4,14,SR13,214.0,0,0,1986.0,1,0
1993,10076,0,2,9,I20,1049.0,0,0,1981.0,1,0
1993,10077,0,1,5,523,73.0,0,0,1986.0,2,0
1993,10078,0,2,7,SR15,128.0,0,0,1987.0,2,1
1993,10079,0,2,16,SR11,112.0,0,0,1985.0,0,0
1993,10079,0,2,16,SR11,112.0,0,0,1981.0,1,0
1993,10080,0,3,23,660,6.0,0,0,1981.0,1,0
1993,10081,0,3,8,140,226.0,0,0,1988.0,0,0
1993,10082,0,2,20,110,16.0,0,0,1982.0,1,0
1993,10082,0,2,20,110,16.0,0,0,1977.0,0,0
1993,10083,3,4,20,SR4,9.0,0,0,1985.0,1,0
1993,10083,3,4,20,SR4,9.0,0,0,1987.0,0,0
1993,10084,0,6,7,92,101.0,0,0,1974.0,1,1
1993,10085,0,1,18,568,11.0,0,0,1990.0,1,0
1993,10085,0,1,18,568,11.0,0,0,1992.0,0,0
1993,10086,1,2,24,369,65.0,0,0,1986.0,0,0
1993,10087,0,3,4,55,36.0,0,0,1983.0,1,0
1993,10087,0,3,4,55,36.0,0,0,1985.0,0,0
1993,10088,0,2,24,556,0.0,0,0,1990.0,0,0
1993,10088,0,2,24,556,0.0,0,0,1992.0,1,0
1993,10089,0,3,14,I75,3544.0,0,0,1999.0,2,1
1993,10090,0,2,16,SR38,42.0,0,0,1980.0,1,0
1993,10091,0,2,23,SR8,15.0,0,0,1981.0,0,0
1993,10091,0,2,23,SR8,15.0,0,0,1985.0,1,0
1993,10092,0,2,19,59,3.0,0,0,1985.0,2,0
1993,10092,0,2,19,59,3.0,0,0,1989.0,0,0
1993,10093,1,2,8,73,48.0,0,0,1987.0,0,0
1993,10093,1,2,8,73,48.0,0,0,1987.0,1,0
1993,10094,0,1,14,120,25.0,0,0,1970.0,0,0
1993,10095,0,6,13,1350,10.0,0,0,1965.0,1,1
1993,10096,1,2,20,1014,14.0,0,0,1980.0,1,1
1993,10097,0,1,19,153,1.0,0,0,1988.0,1,0
1993,10097,0,1,19,153,1.0,0,0,1970.0,0,0
1993,10098,1,2,14,53,110.0,0,0,1992.0,1,0
1993,10099,0,1,18,62,31.0,0,0,1985.0,2,0
1993,10099,0,1,18,62,31.0,0,0,1984.0,0,0
1993,10100,0,5,1,20,107.0,0,0,1985.0,0,0
1993,10100,0,5,1,20,107.0,0,0,1981.0,1,0
1993,10101,0,2,11,15,11.0,0,0,1984.0,1,0
1993,10102,0,5,7,207,11.0,0,0,1991.0,1,0
1993,10103,0,1,3,400,185.0,0,0,1990.0,0,0
1993,10103,0,1,3,400,185.0,0,0,1988.0,1,1
1993,10104,0,3,16,SR15,54.0,0,0,1985.0,1,1
1993,10105,0,4,11,SR30,58.0,0,0,1989.0,1,0
1993,10106,0,1,23,1212,40.0,0,0,1990.0,1,0
1993,10106,0,1,23,1212,40.0,0,0,1987.0,0,0
1993,10106,0,1,23,1212,40.0,0,0,1990.0,0,0
1993,10107,0,1,20,286,4.0,0,0,1987.0,1,1
1993,10107,0,1,20,286,4.0,0,0,1985.0,0,0
1993,10108,0,1,19,385,2.0,0,0,1984.0,1,1
1993,10109,0,2,9,44,21.0,0,0,1986.0,1,0
1993,10110,0,2,16,SR155,185.0,0,0,1976.0,0,1
1993,10110,0,2,16,SR155,185.0,0,0,1979.0,1,1
1993,10111,0,6,17,36,134.0,0,0,1977.0,0,0
1993,10111,0,6,17,36,134.0,0,0,1976.0,2,0
1993,10112,0,2,10,80,3.0,0,0,1977.0,1,0
1993,10113,0,2,8,17,132.0,0,0,1978.0,0,0
1993,10114,0,1,6,117,6.0,0,0,1978.0,0,0
1993,10115,0,3,13,22,51.0,0,0,1986.0,1,0
1993,10116,0,2,3,9999999999,5016.0,0,0,1978.0,1,1
1993,10117,0,2,22,680,12.0,0,0,1975.0,2,0
1993,10118,0,3,17,154,39.0,0,0,1989.0,1,1
1993,10119,1,2,20,60,178.0,0,0,1989.0,1,0
1993,10119,1,2,20,60,178.0,0,0,1993.0,0,0
1993,10120,0,1,21,116,29.0,0,0,1973.0,2,1
1993,10120,0,1,21,116,29.0,0,0,1986.0,0,0
1993,10121,0,2,7,SR85,73.0,0,0,1993.0,1,0
1993,10122,0,2,19,36,167.0,0,0,1982.0,2,1
1993,10123,0,3,24,53,1.0,0,0,1977.0,1,0
1993,10123,0,3,24,53,1.0,0,0,1991.0,0,0
1993,10124,0,8,24,94,6.0,0,0,1968.0,2,0
1993,10125,1,2,20,063005,3.0,0,0,1989.0,1,1
1993,10126,1,2,10,28,0.0,0,0,1988.0,0,0
1993,10127,1,2,1,42,1.0,0,0,1980.0,0,0
1993,10127,1,2,1,42,1.0,0,0,1989.0,1,0
1993,10127,1,2,1,42,1.0,0,0,1991.0,0,0
1993,10128,0,4,24,SR515,104.0,0,0,1989.0,1,1
1993,10129,0,8,17,369,50.0,0,0,1966.0,1,1
1993,10129,0,8,17,369,50.0,0,0,1975.0,0,0
1993,10130,0,5,13,94,3.0,0,0,1989.0,1,1
1993,10131,0,5,16,670,10.0,0,0,1979.0,0,0
1993,10131,0,5,16,670,10.0,0,0,1985.0,2,0
1993,10132,0,1,12,253,16.0,0,2,1965.0,0,0
1993,10133,0,1,23,295,9.0,0,0,1986.0,0,0
1993,10134,0,1,19,198,6.0,0,0,1991.0,1,0
1993,10134,0,1,19,198,6.0,0,0,1986.0,0,0
1993,10135,0,5,14,SR7,2.0,0,0,1992.0,2,1
1993,10136,0,2,21,1448,13.0,0,0,1985.0,0,0
1993,10136,0,2,21,1448,13.0,0,0,1991.0,0,1
1993,10136,0,2,21,1448,13.0,0,0,1993.0,1,0
1993,10137,0,1,19,249,89.0,0,0,1985.0,1,0
1993,10138,0,2,14,SR520,174.0,0,0,1968.0,1,1
1993,10139,0,1,1,330,8.0,0,0,1979.0,1,1
1993,10140,1,2,20,SR35,243.0,0,0,1991.0,1,0
1993,10140,1,2,20,SR35,243.0,0,0,1984.0,0,0
1993,10141,3,4,11,1373,5.0,0,0,1992.0,1,0
1993,10142,0,3,22,SR1,159.0,0,0,1991.0,1,0
1993,10143,0,1,14,166,73.0,0,0,1999.0,0,0
1993,10143,0,1,14,166,73.0,0,0,1984.0,1,0
1993,10144,1,2,19,127,5016.0,0,0,1986.0,1,0
1993,10145,0,2,24,3498,44.0,0,0,1988.0,1,0
1993,10145,0,2,24,3498,44.0,0,0,1985.0,0,0
1993,10146,0,1,4,392,25.0,0,0,1970.0,1,0
1993,10147,0,2,15,SR115,23.0,0,0,1979.0,0,0
1993,10147,0,2,15,SR115,23.0,0,0,1982.0,1,0
1993,10148,0,3,13,310,11.0,0,0,1991.0,0,0
1993,10148,0,3,13,310,11.0,0,0,1984.0,1,0
1993,10149,0,2,11,392,77.0,0,0,1985.0,1,0
1993,10150,0,4,18,SR2,163.0,0,0,1987.0,0,0
1993,10150,0,4,18,SR2,163.0,0,0,1989.0,0,0
1993,10150,0,4,18,SR2,163.0,0,0,1977.0,2,0
1993,10151,0,1,21,156,219.0,0,0,1984.0,1,1
1993,10152,0,4,21,81,224.0,0,0,1981.0,1,0
1993,10154,0,4,2,843,5016.0,0,0,1989.0,1,1
1993,10154,0,4,2,843,5016.0,0,0,1993.0,0,0
1993,10155,0,8,19,303,48.0,0,0,1992.0,1,0
1993,10156,1,2,15,56,262.0,0,0,1987.0,1,1
1993,10157,2,3,21,SR32,59.0,0,0,1980.0,2,1
1993,10158,0,1,22,124,44.0,0,0,1982.0,0,0
1993,10159,0,4,6,SR1,130.0,0,0,1976.0,1,0
1993,10159,0,4,6,SR1,130.0,0,0,1986.0,0,0
1993,10160,1,2,5,SR27,233.0,0,0,1985.0,1,0
1993,10161,0,1,16,838,24.0,0,0,1982.0,1,0
1993,10161,0,1,16,838,24.0,0,0,1987.0,0,0
1993,10162,0,4,20,384,13.0,0,0,1993.0,1,0
1993,10162,0,4,20,384,13.0,0,0,1988.0,1,0
1993,10163,0,1,1,360,9.0,0,0,1982.0,0,0
1993,10164,0,1,15,196,5016.0,0,1,1983.0,1,1
1993,10164,0,1,15,196,5016.0,0,1,1985.0,0,1
1993,10165,1,2,24,1952,10.0,0,0,1984.0,1,0
1993,10166,0,5,18,SR5,109.0,0,0,1988.0,1,1
1993,10166,0,5,18,SR5,109.0,0,0,1982.0,0,0
1993,10167,1,2,22,54,55.0,0,0,1988.0,0,1
1993,10167,1,2,22,54,55.0,0,0,1977.0,0,0
1993,10167,1,2,22,54,55.0,0,0,1979.0,0,0
1993,10168,1,2,20,771,4.0,0,0,1985.0,0,0
1993,10168,1,2,20,771,4.0,0,0,1985.0,1,0
1993,10169,1,2,19,SR3,32.0,0,0,1992.0,1,1
1993,10170,0,1,22,503,17.0,0,0,1985.0,0,0
1993,10171,0,11,20,SR35,118.0,0,0,1986.0,1,1
1993,10172,0,9,8,I20,747.0,0,0,1983.0,0,0
1993,10173,0,4,15,SR8,21.0,0,0,1984.0,2,0
1993,10173,0,4,15,SR8,21.0,0,0,1986.0,0,0
1993,10174,0,4,20,3041,5.0,0,0,1986.0,2,0
1993,10174,0,4,20,3041,5.0,0,0,1981.0,0,0
1993,10175,2,4,6,877,2.0,0,0,1978.0,0,0
1993,10175,2,4,6,877,2.0,0,0,1993.0,2,0
1993,10175,2,4,6,877,2.0,0,0,1986.0,0,0
1993,10176,0,7,17,53,127.0,0,0,1981.0,1,1
1993,10176,0,7,17,53,127.0,0,0,1987.0,0,0
1993,10177,0,4,19,678,8.0,0,0,1985.0,1,0
1993,10178,0,3,12,904,22.0,0,0,1986.0,0,0
1993,10178,0,3,12,904,22.0,0,0,1979.0,1,1
1993,10179,0,8,11,SR16,133.0,0,0,1980.0,1,0
1993,10180,0,2,4,9999999999,5016.0,0,0,1978.0,2,1
1993,10180,0,2,4,9999999999,5016.0,0,0,1989.0,0,0
1993,10181,0,3,10,SR247,91.0,0,0,1989.0,2,0
1993,10181,0,3,10,SR247,91.0,0,0,1989.0,0,0
1993,10182,0,3,12,SR11,114.0,0,0,1972.0,0,0
1993,10182,0,3,12,SR11,114.0,0,0,1990.0,1,0
1993,10183,0,11,5,I75,2622.0,0,0,1988.0,0,0
1993,10184,0,1,5,SR44,19.0,0,0,1990.0,0,1
1993,10184,0,1,5,SR44,19.0,0,0,1982.0,1,0
1993,10185,0,5,20,SR42,146.0,0,0,1992.0,1,0
1993,10186,0,4,7,73,118.0,0,0,1972.0,1,0
1993,10187,0,2,23,641,5.0,0,0,1978.0,3,0
1993,10187,0,2,23,641,5.0,0,0,1981.0,0,1
1993,10188,0,4,21,SR 125,92.0,0,0,1990.0,1,0
1993,10189,0,8,3,I20,458.0,0,0,1967.0,0,0
1993,10189,0,8,3,I20,458.0,0,0,1991.0,1,0
1993,10189,0,8,3,I20,458.0,0,0,1986.0,0,0
1993,10190,0,1,2,373,26.0,0,0,1984.0,0,0
1993,10191,0,3,22,I185,191.0,0,0,1967.0,1,1
1993,10192,0,1,9,SR8,58.0,0,0,1980.0,1,1
1993,10192,0,1,9,SR8,58.0,0,0,1989.0,0,0
1993,10193,0,5,14,SR200,110.0,0,0,1991.0,1,0
1993,10193,0,5,14,SR200,110.0,0,0,1982.0,0,0
1993,10195,1,2,20,SR4,156.0,0,0,1976.0,0,0
1993,10195,1,2,20,SR4,156.0,0,0,1986.0,0,0
1993,10195,1,2,20,SR4,156.0,0,0,1990.0,1,0
1993,10196,1,2,16,SR8,18.0,0,0,1991.0,1,0
1993,10197,0,3,10,175,21.0,0,0,1985.0,1,0
1993,10198,0,3,10,122,124.0,0,0,1985.0,1,0
1993,10199,0,3,14,18,125.0,0,0,1985.0,0,0
1993,10200,0,1,5,9999999999,5016.0,0,0,1985.0,1,0
1993,10201,1,2,18,9999999999,5016.0,0,0,1979.0,1,0
1993,10201,1,2,18,9999999999,5016.0,0,0,1989.0,0,0
1993,10202,0,3,21,I85,267.0,0,0,1981.0,1,0
1993,10203,0,4,23,CR100,12.0,0,0,1983.0,1,0
1993,10203,0,4,23,CR100,12.0,0,0,1979.0,0,0
1993,10204,0,2,18,CR892,2.0,0,0,1983.0,1,0
1993,10205,0,2,18,SR219,52.0,0,0,1977.0,1,1
1993,10206,1,2,8,I75,1884.0,0,0,1981.0,1,1
1993,10207,0,2,18,CR247,46.0,0,0,1986.0,1,0
1993,10208,0,3,15,SR3,43.0,0,0,1985.0,1,1
1993,10209,0,1,17,SR94,122.0,0,0,1987.0,1,0
1993,10210,0,1,15,SR53,200.0,0,0,1992.0,1,0
1993,10211,0,3,8,SR10LO,39.0,0,0,1982.0,1,1
1993,10212,0,1,23,CR104,27.0,0,0,1983.0,1,1
1993,10213,1,2,21,SR314,37.0,0,0,1976.0,1,0
1993,10213,1,2,21,SR314,37.0,0,0,1989.0,0,0
1993,10214,1,2,24,SR225,84.0,0,0,1978.0,1,1
1993,10215,0,3,19,CR149,5016.0,0,0,1979.0,1,0
1993,10216,0,4,13,CR410,2.0,0,0,1991.0,2,0
1993,10216,0,4,13,CR410,2.0,0,0,1993.0,0,0
1993,10217,0,2,23,CR3,43.0,0,0,1991.0,1,0
1993,10217,0,2,23,CR3,43.0,0,0,1988.0,0,0
1993,10218,0,1,24,6007,6.0,0,0,1992.0,1,1
1993,10219,0,3,16,SR38,71.0,0,0,1989.0,1,0
1993,10220,0,3,7,SR60,75.0,0,0,1981.0,1,1
1993,10221,0,2,22,SR96,35.0,0,0,1990.0,2,0
1993,10221,0,2,22,SR96,35.0,0,0,1986.0,0,0
1993,10222,0,1,12,I20,1942.0,0,0,1987.0,1,0
1993,10223,0,3,20,I85,556.0,0,0,1983.0,1,0
1993,10224,0,2,9,57,0.0,0,0,1982.0,1,0
1993,10225,0,3,11,SR6,136.0,0,0,1981.0,1,1
1993,10226,0,1,19,CR275,22.0,0,0,1980.0,1,0
1993,10226,0,1,19,CR275,22.0,0,0,1979.0,0,0
1993,10227,0,4,18,SR49,35.0,0,0,1984.0,1,0
1993,10228,0,2,2,CR576,57.0,0,0,1988.0,1,0
1993,10229,0,2,17,SR73,26.0,0,0,1985.0,0,0
1993,10229,0,2,17,SR73,26.0,0,0,1992.0,1,0
1993,10230,0,11,19,SR309,115.0,0,0,1984.0,1,0
1993,10231,0,2,23,CR171,8.0,0,0,1982.0,1,0
1993,10232,0,2,14,CR482,0.0,0,0,1970.0,0,0
1993,10232,0,2,14,CR482,0.0,0,0,1989.0,1,0
1993,10233,0,8,9,SR139,37.0,0,0,1990.0,0,0
1993,10233,0,8,9,SR139,37.0,0,0,1964.0,1,0
1993,10234,0,8,16,CR115,51.0,0,0,1983.0,1,1
1993,10235,0,7,12,CR5986,1.0,0,0,1988.0,1,1
1993,10236,0,2,5,I75,1769.0,0,0,1991.0,0,0
1993,10236,0,2,5,I75,1769.0,0,0,1985.0,1,0
1993,10237,1,2,15,SR280,53.0,0,0,1984.0,1,0
1993,10237,1,2,15,SR280,53.0,0,0,1987.0,0,0
1993,10238,0,7,13,9999999999,5016.0,0,0,1986.0,1,0
1993,10239,0,1,14,CR604,9.0,0,0,1987.0,1,0
1993,10239,0,1,14,CR604,9.0,0,0,1980.0,0,0
1993,10240,2,4,17,SR8,14.0,0,0,1990.0,0,0
1993,10240,2,4,17,SR8,14.0,0,0,1988.0,1,0
1993,10241,0,1,7,9999999999,5016.0,0,0,1983.0,1,1
1993,10242,0,15,12,CR815,47.0,0,0,1977.0,1,0
1993,10242,0,15,12,CR815,47.0,0,0,1977.0,0,0
1993,10243,0,3,13,SR91,196.0,0,0,1983.0,1,0
1993,10244,0,3,7,376,5016.0,0,0,1984.0,0,0
1993,10245,0,1,6,SR156,62.0,0,0,1984.0,1,0
1993,10246,0,2,16,CR234,4.0,0,0,1986.0,1,0
1993,10247,0,2,21,CR228,4.0,0,0,1989.0,0,0
1993,10247,0,2,21,CR228,4.0,0,0,1989.0,1,0
1993,10248,0,5,22,CR5150,44.0,0,0,1985.0,1,1
1993,10249,0,4,18,CR323,51.0,0,0,1992.0,1,0
1993,10250,1,3,18,SR83,137.0,0,0,1986.0,1,1
1993,10251,0,6,18,SR3,190.0,0,0,1985.0,1,0
1993,10251,0,6,18,SR3,190.0,0,0,1992.0,0,0
1993,10251,0,6,18,SR3,190.0,0,0,1986.0,0,0
1993,10252,0,3,24,I285,150.0,0,0,1986.0,0,0
