YEAR,ST_CASE,PERSONS,HOUR,ROAD_NAME,MILE_MARKER,SCH_BUS,HIT_RUN,MOD_YEAR,DEATHS,DR_DRINK
1984,10193,3,1,45,62644.0,0,0,1981.0,0,0
1984,10194,2,16,HIGHLANDSS,62644.0,0,0,1969.0,2,1
1984,10194,2,16,HIGHLANDSS,62644.0,0,0,1976.0,0,0
1984,10195,4,9,A1A,62644.0,0,0,1982.0,1,1
1984,10196,1,7,INDIANCREE,62644.0,0,0,1980.0,1,0
1984,10197,2,16,5,62644.0,0,0,1983.0,0,0
1984,10198,3,24,807,62644.0,0,0,1984.0,0,0
1984,10198,3,24,807,62644.0,0,0,1972.0,1,0
1984,10199,8,18,1,62644.0,0,0,1983.0,0,0
1984,10199,8,18,1,62644.0,0,0,1970.0,1,0
1984,10200,4,14,50,62644.0,0,0,1972.0,1,1
1984,10201,4,19,SW72,62644.0,0,0,1973.0,1,1
1984,10202,1,3,808,62644.0,0,0,1977.0,1,0
1984,10202,1,3,808,62644.0,0,0,1978.0,0,0
1984,10203,7,24,SW97AVE,62644.0,0,0,1984.0,1,0
1984,10203,7,24,SW97AVE,62644.0,0,0,1978.0,0,0
1984,10204,2,24,CRS587,62644.0,0,0,1973.0,0,0
1984,10204,2,24,CRS587,62644.0,0,0,1973.0,1,1
1984,10205,2,4,ARAIA,62644.0,0,0,1971.0,1,1
1984,10206,1,1,5,62644.0,0,0,1969.0,1,0
1984,10206,1,1,5,62644.0,0,0,1977.0,0,0
1984,10207,2,23,207,62644.0,0,0,1976.0,2,1
1984,10208,3,17,LONGHILL,62644.0,0,0,1976.0,0,0
1984,10208,3,17,LONGHILL,62644.0,0,0,1979.0,1,1
1984,10209,4,7,WAYNEAVE,62644.0,0,0,1984.0,1,1
1984,10209,4,7,WAYNEAVE,62644.0,0,0,1982.0,0,0
1984,10210,4,14,25,62644.0,0,0,1979.0,0,0
1984,10210,4,14,25,62644.0,0,0,1976.0,1,0
1984,10210,4,14,25,62644.0,0,0,1984.0,0,0
1984,10211,3,15,5,62644.0,0,0,1978.0,1,1
1984,10212,2,7,FLORIDAAVE,62644.0,0,0,1974.0,1,1
1984,10213,1,8,10A,62644.0,0,0,1974.0,1,1
1984,10214,1,5,PORTMALABA,62644.0,0,0,1971.0,0,0
1984,10215,3,14,SE29TERR,62644.0,0,0,1984.0,1,0
1984,10215,3,14,SE29TERR,62644.0,0,0,1973.0,0,0
1984,10216,2,19,700,62644.0,0,0,1974.0,0,1
1984,10216,2,19,700,62644.0,0,0,1984.0,1,0
1984,10216,2,19,700,62644.0,0,0,1971.0,0,0
1984,10217,3,19,HAINSSTSER,62644.0,0,0,1984.0,1,0
1984,10218,2,18,824,62644.0,0,0,1977.0,1,0
1984,10218,2,18,824,62644.0,0,0,1974.0,0,1
1984,10218,2,18,824,62644.0,0,0,1980.0,0,0
1984,10219,2,15,45,62644.0,0,0,1977.0,0,0
1984,10220,2,13,5,62644.0,0,0,1984.0,1,1
1984,10221,4,17,A1A,62644.0,0,0,1977.0,1,0
1984,10221,4,17,A1A,62644.0,0,0,1977.0,0,0
1984,10222,3,21,651,62644.0,0,0,1974.0,0,0
1984,10223,4,9,SW62AVE,62644.0,0,0,1972.0,1,0
1984,10224,3,14,5309FRONTA,62644.0,0,0,1978.0,0,1
1984,10224,3,14,5309FRONTA,62644.0,0,0,1976.0,1,1
1984,10225,2,24,5,62644.0,0,0,1972.0,1,0
1984,10226,2,17,44,62644.0,0,0,1971.0,1,1
1984,10227,5,2,115,62644.0,0,0,1982.0,1,0
1984,10227,5,2,115,62644.0,0,0,1980.0,0,0
1984,10228,3,11,55,62644.0,0,0,1983.0,0,0
1984,10229,3,10,WEST49THST,62644.0,0,0,1979.0,1,0
1984,10230,2,18,CATHYSTREE,62644.0,0,0,1982.0,1,0
1984,10231,3,7,845,62644.0,0,0,1984.0,1,1
1984,10231,3,7,845,62644.0,0,0,1971.0,0,0
1984,10231,3,7,845,62644.0,0,0,1980.0,0,0
1984,10232,6,8,A1A,62644.0,0,0,1979.0,1,1
1984,10232,6,8,A1A,62644.0,0,0,1977.0,0,0
1984,10233,1,21,865,62644.0,0,0,1980.0,1,0
1984,10233,1,21,865,62644.0,0,0,1964.0,0,1
1984,10234,6,22,FAIRWAYHTB,62644.0,0,0,1956.0,1,1
1984,10235,1,23,54,62644.0,0,0,1978.0,4,1
1984,10235,1,23,54,62644.0,0,0,1977.0,0,0
1984,10236,2,2,823,62644.0,0,0,1984.0,1,0
1984,10237,2,17,DAVISHIGWA,62644.0,0,0,1978.0,0,0
1984,10238,2,3,A1A,62644.0,0,0,1976.0,1,1
1984,10238,2,3,A1A,62644.0,0,0,1978.0,2,0
1984,10239,4,22,4STREETNOR,62644.0,0,0,1976.0,1,1
1984,10239,4,22,4STREETNOR,62644.0,0,0,1975.0,0,0
1984,10240,5,21,32NDAVEEAS,62644.0,0,0,1971.0,1,0
1984,10240,5,21,32NDAVEEAS,62644.0,0,0,1976.0,0,1
1984,10241,2,17,84,62644.0,0,0,1979.0,0,0
1984,10241,2,17,84,62644.0,0,0,1983.0,1,0
1984,10242,2,6,WEST12STRE,62644.0,0,0,1981.0,1,1
1984,10243,2,23,3,62644.0,0,0,1968.0,1,0
1984,10244,2,10,816,62644.0,0,0,1982.0,1,1
1984,10245,2,21,5,62644.0,0,0,1973.0,0,0
1984,10245,2,21,5,62644.0,0,0,1974.0,1,1
1984,10245,2,21,5,62644.0,0,0,1980.0,0,0
1984,10245,2,21,5,62644.0,0,0,1979.0,0,0
1984,10246,5,23,15,62644.0,0,0,1983.0,1,0
1984,10246,5,23,15,62644.0,0,0,1982.0,0,0
1984,10247,2,23,518,62644.0,0,0,1979.0,0,0
1984,10247,2,23,518,62644.0,0,0,1977.0,1,0
1984,10248,5,22,200,62644.0,0,0,1973.0,1,0
1984,10248,5,22,200,62644.0,0,0,1982.0,1,0
1984,10249,2,10,0SPREYAVE,62644.0,0,0,1982.0,0,0
1984,10249,2,10,0SPREYAVE,62644.0,0,0,1972.0,1,0
1984,10250,3,19,ADAMSSTREE,62644.0,0,0,1974.0,1,1
1984,10251,2,7,SW127AVENU,62644.0,0,0,1982.0,1,0
1984,10252,3,12,275,62644.0,0,0,1979.0,0,0
1984,10253,2,19,THN      9,62644.0,0,0,1983.0,1,0
1984,10254,1,20,45,62644.0,0,0,1980.0,0,1
1984,10254,1,20,45,62644.0,0,0,1977.0,1,0
1984,10254,1,20,45,62644.0,0,0,1978.0,0,0
1984,10254,1,20,45,62644.0,0,0,1965.0,0,0
1984,10255,1,16,30,62644.0,0,0,1975.0,3,1
1984,10256,4,15,GREGORYSTR,62644.0,0,0,1977.0,1,0
1984,10257,2,10,19,62644.0,0,0,1971.0,1,1
1984,10258,2,17,E10THSTREE,62644.0,0,0,1968.0,0,1
1984,10258,2,17,E10THSTREE,62644.0,0,0,1983.0,1,0
1984,10259,2,24,30A,62644.0,0,0,1972.0,1,1
1984,10260,4,8,817,62644.0,0,0,1982.0,1,1
1984,10261,1,17,16,62644.0,0,0,1972.0,0,0
1984,10261,1,17,16,62644.0,0,0,1980.0,1,1
1984,10262,3,9,15,62644.0,0,0,1976.0,0,0
1984,10262,3,9,15,62644.0,0,0,1978.0,2,0
1984,10263,2,17,70,62644.0,0,0,1978.0,0,0
1984,10264,2,4,1,62644.0,0,0,1982.0,1,1
1984,10265,4,18,NMONROEST,62644.0,0,0,1978.0,0,0
1984,10265,4,18,NMONROEST,62644.0,0,0,1982.0,1,0
1984,10266,5,24,21STSTREET,62644.0,0,0,1983.0,1,1
1984,10267,1,1,5,62644.0,0,0,1976.0,0,1
1984,10267,1,1,5,62644.0,0,0,1975.0,1,1
1984,10268,2,11,A1A,62644.0,0,0,1973.0,0,0
1984,10268,2,11,A1A,62644.0,0,0,1980.0,1,0
1984,10269,3,12,NW44STREET,62644.0,0,0,1973.0,1,1
1984,10269,3,12,NW44STREET,62644.0,0,0,1977.0,0,0
1984,10270,2,15,SR40EAST,62644.0,0,0,1966.0,1,0
1984,10270,2,15,SR40EAST,62644.0,0,0,1983.0,0,0
1984,10270,2,15,SR40EAST,62644.0,0,0,1975.0,0,0
1984,10271,1,23,4100BLKHIA,62644.0,0,0,1967.0,0,0
1984,10271,1,23,4100BLKHIA,62644.0,0,0,1982.0,2,0
1984,10272,2,13,9252SANJOS,62644.0,0,0,1978.0,0,0
1984,10272,2,13,9252SANJOS,62644.0,0,0,1982.0,1,0
1984,10273,5,1,189,62644.0,0,0,1974.0,0,0
1984,10273,5,1,189,62644.0,0,0,1980.0,1,0
1984,10274,3,9,NE33STREET,62644.0,0,0,1978.0,1,0
1984,10274,3,9,NE33STREET,62644.0,0,0,1979.0,0,0
1984,10275,5,21,WMCNABROAD,62644.0,0,0,1975.0,1,1
1984,10276,2,16,BARWICKROA,62644.0,0,0,1968.0,0,0
1984,10276,2,16,BARWICKROA,62644.0,0,0,1981.0,1,1
1984,10277,4,1,SHANNONLAK,62644.0,0,0,1971.0,0,0
1984,10277,4,1,SHANNONLAK,62644.0,0,0,1979.0,1,0
1984,10278,3,8,SCONGRESSA,62644.0,0,0,1980.0,1,0
1984,10279,1,2,MCDUFFAVN,62644.0,0,0,1982.0,1,0
1984,10280,3,23,870,62644.0,0,0,1974.0,0,0
1984,10281,2,16,JOHNRINGLI,62644.0,0,0,1978.0,1,1
1984,10282,6,18,40,62644.0,0,0,1982.0,1,0
1984,10283,4,19,5,62644.0,0,0,1979.0,0,0
1984,10283,4,19,5,62644.0,0,0,1982.0,1,0
1984,10284,2,13,5AVENUE,62644.0,0,0,1981.0,1,0
1984,10284,2,13,5AVENUE,62644.0,0,0,1974.0,0,0
1984,10285,2,20,41,62644.0,0,0,1977.0,1,0
1984,10286,2,1,SCAMPBELLS,62644.0,0,0,1982.0,1,1
1984,10287,7,20,NW7STREET,62644.0,0,0,1966.0,2,1
1984,10287,7,20,NW7STREET,62644.0,0,0,1982.0,0,0
1984,10287,7,20,NW7STREET,62644.0,0,0,1969.0,0,0
1984,10287,7,20,NW7STREET,62644.0,0,0,1981.0,0,0
1984,10288,18,5,9A,62644.0,0,0,1973.0,0,1
1984,10288,18,5,9A,62644.0,0,0,1972.0,1,0
1984,10289,2,20,817,62644.0,0,0,1974.0,1,0
1984,10290,3,9,SUNRISEBLV,62644.0,0,0,1972.0,1,0
1984,10291,4,24,NW107DRIVE,62644.0,0,0,1963.0,0,0
1984,10291,4,24,NW107DRIVE,62644.0,0,0,1977.0,1,0
1984,10292,1,22,GOLFROAD,62644.0,0,0,1974.0,1,1
1984,10293,5,18,A1A,62644.0,0,0,1984.0,1,1
1984,10293,5,18,A1A,62644.0,0,0,1968.0,1,0
1984,10294,2,8,5,62644.0,0,0,1983.0,0,0
1984,10294,2,8,5,62644.0,0,0,1981.0,1,0
1984,10295,3,9,55,62644.0,0,0,1974.0,0,0
1984,10296,2,18,807,62644.0,0,0,1979.0,1,1
1984,10297,3,13,11THSTREET,62644.0,0,0,1978.0,1,0
1984,10298,3,17,WFLAGLERST,62644.0,0,0,1974.0,0,0
1984,10298,3,17,WFLAGLERST,62644.0,0,0,1980.0,1,0
1984,10299,2,20,CR691,62644.0,0,0,1983.0,1,1
1984,10300,1,15,STAGUSTINE,62644.0,0,0,1978.0,1,0
1984,10300,1,15,STAGUSTINE,62644.0,0,0,1983.0,1,0
1984,10301,3,18,295,62644.0,0,0,1980.0,1,1
1984,10301,3,18,295,62644.0,0,0,1979.0,0,0
1984,10302,3,17,851,62644.0,0,0,1982.0,0,0
1984,10302,3,17,851,62644.0,0,0,1984.0,2,0
1984,10303,3,17,NW36THSTRE,62644.0,0,0,1979.0,0,0
1984,10303,3,17,NW36THSTRE,62644.0,0,0,1980.0,1,0
1984,10304,2,14,FRONKLINST,62644.0,0,0,1977.0,1,0
1984,10305,1,19,842,62644.0,0,0,1974.0,1,1
1984,10306,2,13,15,62644.0,0,0,1970.0,1,0
1984,10306,2,13,15,62644.0,0,0,1982.0,0,0
1984,10307,4,16,NE1STLN,62644.0,0,0,1968.0,0,0
1984,10307,4,16,NE1STLN,62644.0,0,0,1976.0,1,0
1984,10308,3,6,30,62644.0,0,0,1979.0,1,0
1984,10308,3,6,30,62644.0,0,0,1976.0,0,0
1984,10309,6,21,10THAVE,62644.0,0,0,1982.0,1,0
1984,10309,6,21,10THAVE,62644.0,0,0,1970.0,0,0
1984,10310,5,1,9,62644.0,0,0,1973.0,1,1
1984,10311,2,24,W12AVE,62644.0,0,0,1978.0,1,1
1984,10312,2,7,CLYDMORRIS,62644.0,0,0,1972.0,0,0
1984,10313,2,9,HABANA,62644.0,0,0,1979.0,1,0
1984,10314,2,24,842,62644.0,0,0,1975.0,1,0
1984,10314,2,24,842,62644.0,0,0,1976.0,0,0
1984,10315,5,11,NFLORIDAAV,62644.0,0,0,1974.0,1,1
1984,10316,3,8,60,62644.0,0,0,1976.0,1,0
1984,10317,3,17,3RDSTREET,62644.0,0,0,1982.0,1,0
1984,10318,4,14,1,62644.0,0,0,1983.0,1,1
1984,10319,4,7,DOUGLASROA,62644.0,0,0,1980.0,0,0
1984,10319,4,7,DOUGLASROA,62644.0,0,0,1973.0,1,0
1984,10320,2,4,600,62644.0,0,0,1984.0,1,1
1984,10321,12,18,50,62644.0,0,0,1977.0,1,1
1984,10322,3,24,587,62644.0,0,0,1975.0,1,1
1984,10323,2,3,OLDOUTLERR,62644.0,0,0,1969.0,1,1
1984,10324,1,24,20,62644.0,0,0,1973.0,1,1
1984,10325,2,20,LUCYSTSW32,62644.0,0,0,1982.0,1,1
1984,10326,1,10,COUNTRYSID,62644.0,0,0,1969.0,1,0
1984,10327,2,23,CROTONRD,62644.0,0,0,1977.0,0,1
1984,10327,2,23,CROTONRD,62644.0,0,0,1983.0,1,0
1984,10328,3,14,SOUTHROOSE,62644.0,0,0,1970.0,0,0
1984,10329,4,21,A1A,62644.0,0,0,1984.0,0,0
1984,10329,4,21,A1A,62644.0,0,0,1980.0,1,0
1984,10330,2,6,NW13STREET,62644.0,0,0,1974.0,2,1
1984,10331,2,8,450,62644.0,0,0,1982.0,1,0
1984,10332,5,3,115,62644.0,0,0,1972.0,1,1
1984,10333,2,17,NE12AVENUE,62644.0,0,0,1980.0,1,0
1984,10334,6,1,8A,62644.0,0,0,1979.0,0,0
1984,10334,6,1,8A,62644.0,0,0,1974.0,1,1
1984,10335,2,21,MARIONSTRE,62644.0,0,0,1972.0,1,1
1984,10336,4,21,530,62644.0,0,0,1978.0,1,0
1984,10336,4,21,530,62644.0,0,0,1970.0,0,0
1984,10337,2,11,5,62644.0,0,0,1977.0,1,0
1984,10337,2,11,5,62644.0,0,0,1978.0,0,0
1984,10338,2,19,41,62644.0,0,0,1983.0,1,0
1984,10339,2,2,DUNCANROAD,62644.0,0,0,1982.0,0,0
1984,10339,2,2,DUNCANROAD,62644.0,0,0,1978.0,1,0
1984,10340,2,13,RINGLINGBL,62644.0,0,0,1975.0,1,1
1984,10341,3,2,WICKHAMROA,62644.0,0,0,1979.0,1,0
1984,10342,2,18,2,62644.0,0,0,1980.0,1,0
1984,10343,3,5,727,62644.0,0,0,1982.0,1,0
1984,10344,9,13,295,62644.0,0,0,1978.0,1,0
1984,10344,9,13,295,62644.0,0,0,1982.0,0,0
1984,10345,3,20,VINESTREET,62644.0,0,0,1979.0,0,0
1984,10346,3,17,BEALPKWY,62644.0,0,0,1978.0,0,0
1984,10347,4,18,900BLKGULF,62644.0,0,0,1978.0,1,1
1984,10348,1,24,851,62644.0,0,0,1982.0,0,0
1984,10349,2,24,5,62644.0,0,0,1980.0,0,0
1984,10349,2,24,5,62644.0,0,0,1977.0,1,0
1984,10350,4,2,TYRONEBLVD,62644.0,0,0,1984.0,1,0
1984,10351,3,11,5,62644.0,0,0,1970.0,1,1
1984,10352,2,1,NE2AVE,62644.0,0,0,1976.0,1,0
1984,10353,2,3,A1A,62644.0,0,0,1975.0,0,0
1984,10353,2,3,A1A,62644.0,0,0,1983.0,1,1
1984,10354,2,11,40,62644.0,0,0,1977.0,1,1
1984,10354,2,11,40,62644.0,0,0,1980.0,0,0
1984,10355,2,24,600,62644.0,0,0,1976.0,1,0
1984,10356,2,11,C505,62644.0,0,0,1978.0,1,0
1984,10356,2,11,C505,62644.0,0,0,1974.0,0,0
1984,10357,3,12,C191,62644.0,0,0,1972.0,0,0
1984,10358,3,5,PORTSTLUCI,62644.0,0,0,1974.0,1,1
1984,10358,3,5,PORTSTLUCI,62644.0,0,0,1979.0,0,1
1984,10359,2,9,64,62644.0,0,0,1979.0,0,0
1984,10359,2,9,64,62644.0,0,0,1973.0,1,1
1984,10360,2,21,WMAINSTREE,62644.0,0,0,1974.0,0,0
1984,10360,2,21,WMAINSTREE,62644.0,0,0,1980.0,2,0
1984,10361,4,5,90,62644.0,0,0,1983.0,0,0
1984,10361,4,5,90,62644.0,0,0,1984.0,1,0
1984,10361,4,5,90,62644.0,0,0,1968.0,0,0
1984,10362,2,10,674,62644.0,0,0,1978.0,1,0
1984,10362,2,10,674,62644.0,0,0,1983.0,0,0
1984,10363,5,19,584,62644.0,0,0,1975.0,0,1
1984,10364,2,13,NW32AVENUE,62644.0,0,0,1972.0,0,0
1984,10364,2,13,NW32AVENUE,62644.0,0,0,1976.0,1,1
1984,10365,3,6,LICHENLANE,62644.0,0,0,1984.0,2,0
1984,10366,5,18,45,62644.0,0,0,1980.0,1,1
1984,10367,2,21,9A,62644.0,0,0,1979.0,1,0
1984,10367,2,21,9A,62644.0,0,0,1982.0,0,0
1984,10368,3,20,35,62644.0,0,0,1983.0,1,1
1984,10368,3,20,35,62644.0,0,0,1984.0,0,1
1984,10369,2,16,TYLERSTREE,62644.0,0,0,1979.0,0,0
1984,10369,2,16,TYLERSTREE,62644.0,0,0,1973.0,1,1
1984,10370,4,21,DAVIERDEXT,62644.0,0,0,1980.0,0,0
1984,10370,4,21,DAVIERDEXT,62644.0,0,0,1976.0,1,0
1984,10371,3,2,HERMANNSTR,62644.0,0,0,1980.0,1,0
1984,10371,3,2,HERMANNSTR,62644.0,0,0,1976.0,0,0
1984,10372,2,1,A1A,62644.0,0,0,1980.0,0,1
1984,10372,2,1,A1A,62644.0,0,0,1976.0,1,0
1984,10373,3,20,A1A,62644.0,0,0,1981.0,1,0
1984,10373,3,20,A1A,62644.0,0,0,1983.0,0,0
1984,10374,3,10,55,62644.0,0,0,1983.0,2,0
1984,10374,3,10,55,62644.0,0,0,1979.0,1,0
1984,10375,2,17,530,62644.0,0,0,1978.0,1,0
1984,10376,2,10,997,62644.0,0,0,1977.0,1,0
1984,10377,1,18,535,62644.0,0,0,1981.0,2,0
1984,10377,1,18,535,62644.0,0,0,1984.0,0,0
1984,10378,2,7,25,62644.0,0,0,1966.0,1,0
1984,10378,2,7,25,62644.0,0,0,1976.0,1,0
1984,10378,2,7,25,62644.0,0,0,1979.0,0,0
1984,10379,5,14,AVIATIONAV,62644.0,0,0,1979.0,1,0
1984,10380,2,16,ISLANDINRD,62644.0,0,0,1966.0,1,0
1984,10380,2,16,ISLANDINRD,62644.0,0,0,1983.0,0,0
1984,10381,4,12,62AVNUENOV,62644.0,0,0,1962.0,1,0
1984,10382,3,6,31STSO,62644.0,0,0,1975.0,0,0
1984,10383,2,15,5AVENUENOR,62644.0,0,0,1984.0,2,0
1984,10384,2,11,9,62644.0,0,0,1977.0,1,0
1984,10384,2,11,9,62644.0,0,0,1970.0,0,0
1984,10385,1,2,91ONW103ST,62644.0,0,0,1979.0,1,0
1984,10385,1,2,91ONW103ST,62644.0,0,0,1969.0,0,0
1984,10386,3,14,210SOCLYDE,62644.0,0,0,1981.0,0,0
1984,10386,3,14,210SOCLYDE,62644.0,0,0,1979.0,1,0
1984,10387,3,18,45,62644.0,0,0,1977.0,0,0
1984,10388,2,14,5,62644.0,0,0,1974.0,1,1
1984,10389,1,9,NW61STREET,62644.0,0,0,1980.0,0,0
1984,10389,1,9,NW61STREET,62644.0,0,0,1968.0,1,0
1984,10390,3,1,436,62644.0,0,0,1976.0,1,1
1984,10391,2,3,600,62644.0,0,0,1981.0,1,1
1984,10392,2,17,44A,62644.0,0,0,1979.0,1,0
1984,10392,2,17,44A,62644.0,0,0,1979.0,1,0
1984,10393,2,3,UNIVERSITY,62644.0,0,0,1979.0,1,1
1984,10394,2,18,5,62644.0,0,0,1984.0,1,1
1984,10394,2,18,5,62644.0,0,0,1977.0,3,0
1984,10395,4,7,AIROSOBLVD,62644.0,0,0,1984.0,1,0
1984,10396,1,3,112EXIT,62644.0,0,0,1983.0,1,1
1984,10396,1,3,112EXIT,62644.0,0,0,1974.0,0,0
1984,10397,1,14,5,62644.0,0,0,1968.0,0,0
1984,10398,3,13,19,62644.0,0,0,1978.0,1,0
1984,10399,4,23,15,62644.0,0,0,1979.0,2,0
1984,10400,2,11,16STREETNO,62644.0,0,0,1974.0,0,0
1984,10400,2,11,16STREETNO,62644.0,0,0,1979.0,1,0
1984,10401,4,5,FLETCHERAV,62644.0,0,0,1984.0,0,0
1984,10401,4,5,FLETCHERAV,62644.0,0,0,1979.0,1,0
1984,10402,3,7,5,62644.0,0,0,1984.0,1,0
1984,10403,1,19,500,62644.0,0,0,1979.0,0,0
1984,10403,1,19,500,62644.0,0,0,1961.0,1,1
1984,10404,2,8,4AVENUENOR,62644.0,0,0,1982.0,0,0
1984,10404,2,8,4AVENUENOR,62644.0,0,0,1977.0,1,0
1984,10405,4,21,202,62644.0,0,0,1983.0,1,0
1984,10405,4,21,202,62644.0,0,0,1983.0,0,0
1984,10406,3,13,13THAVENUE,62644.0,0,0,1978.0,1,0
1984,10407,3,22,555,62644.0,0,0,1977.0,1,0
1984,10407,3,22,555,62644.0,0,0,1982.0,0,0
1984,10408,3,8,30,62644.0,0,0,1981.0,1,1
1984,10409,2,12,25,62644.0,0,0,1972.0,1,0
1984,10410,1,12,LKUNDERHIL,62644.0,0,0,1969.0,0,0
1984,10411,4,17,INTERLAKEB,62644.0,0,0,1971.0,0,0
1984,10411,4,17,INTERLAKEB,62644.0,0,0,1978.0,1,1
1984,10412,2,6,93,62644.0,0,0,1977.0,0,0
1984,10413,5,3,SW24STREET,62644.0,0,0,1974.0,0,0
1984,10413,5,3,SW24STREET,62644.0,0,0,1981.0,1,0
1984,10414,3,9,817,62644.0,0,0,1982.0,1,0
1984,10414,3,9,817,62644.0,0,0,1971.0,0,0
1984,10415,3,21,826,62644.0,0,0,1978.0,1,0
1984,10416,2,14,WFLAGERSTR,62644.0,0,0,1977.0,0,0
1984,10416,2,14,WFLAGERSTR,62644.0,0,0,1984.0,1,0
1984,10417,2,8,14SPUR,23.0,0,0,1979.0,0,0
1984,10417,2,8,14SPUR,23.0,0,0,1977.0,1,0
1984,10417,2,8,14SPUR,23.0,0,0,1980.0,0,0
1984,10418,1,4,1,107.0,0,0,1972.0,1,1
1984,10419,2,13,167,70.0,0,0,1960.0,1,1
1984,10420,3,22,MLKJRDR,62644.0,0,0,1981.0,1,0
1984,10421,6,21,25,33.0,0,0,1975.0,1,0
1984,10422,2,8,285-407,445.0,0,0,1982.0,0,0
1984,10423,4,18,77,10.0,0,0,1983.0,3,1
1984,10424,2,21,16,12.0,0,0,1982.0,0,0
1984,10424,2,21,16,12.0,0,0,1983.0,1,0
1984,10425,2,9,85-403,873.0,0,0,1977.0,1,0
1984,10426,1,2,65,137.0,0,0,1981.0,1,0
1984,10427,2,18,5,213.0,0,0,1980.0,1,0
1984,10427,2,18,5,213.0,0,0,1972.0,0,0
1984,10428,2,6,124,7.0,0,0,1984.0,1,0
1984,10428,2,6,124,7.0,0,0,1979.0,0,1
1984,10429,1,22,200,63.0,0,0,1970.0,1,1
1984,10430,4,7,384,9.0,1,2,1972.0,0,0
1984,10431,2,18,247,1343.0,0,0,1979.0,0,0
1984,10431,2,18,247,1343.0,0,0,1972.0,1,0
1984,10432,2,7,2,95.0,0,0,1982.0,0,0
1984,10433,2,20,407,53.0,0,0,1976.0,0,1
1984,10434,2,13,333,59.0,0,0,1968.0,1,0
1984,10434,2,13,333,59.0,0,0,1980.0,0,0
1984,10435,2,16,WEBGINHOUS,62644.0,0,0,1961.0,1,1
1984,10436,3,12,1,160.0,0,0,1974.0,0,1
1984,10436,3,12,1,160.0,0,0,1984.0,1,0
1984,10437,3,13,OLDATLROAD,11.0,0,0,1977.0,0,0
1984,10437,3,13,OLDATLROAD,11.0,0,0,1980.0,1,0
1984,10438,3,17,BARBERST,62644.0,0,0,1980.0,0,1
1984,10438,3,17,BARBERST,62644.0,0,0,1984.0,1,0
1984,10439,3,16,360,35.0,0,0,1977.0,1,0
1984,10440,3,9,5,206.0,0,0,1970.0,0,0
1984,10441,2,23,8,169.0,0,0,1984.0,1,0
1984,10441,2,23,8,169.0,0,0,1984.0,0,0
1984,10442,5,11,57,13.0,0,2,1977.0,0,0
1984,10443,5,7,PENNEYRD,62644.0,0,0,1969.0,0,0
1984,10443,5,7,PENNEYRD,62644.0,0,0,1976.0,1,0
1984,10444,1,6,670,62644.0,0,0,1977.0,0,0
1984,10444,1,6,670,62644.0,0,0,1980.0,1,0
1984,10445,2,19,100101,3.0,0,0,1976.0,2,0
1984,10446,2,11,811,62644.0,0,0,1984.0,1,0
1984,10447,1,23,20,45.0,0,0,1968.0,1,0
1984,10448,1,1,85-403,969.0,0,0,1973.0,1,0
1984,10449,1,22,85,32.0,0,0,1974.0,1,0
1984,10450,2,1,CHANDLERRD,62644.0,0,0,1979.0,0,0
1984,10450,2,1,CHANDLERRD,62644.0,0,0,1980.0,1,0
1984,10451,4,18,280,132.0,0,0,1970.0,1,0
1984,10451,4,18,280,132.0,0,0,1971.0,0,0
1984,10452,2,15,25,120.0,0,0,1973.0,0,0
1984,10452,2,15,25,120.0,0,0,1978.0,1,0
1984,10453,2,10,19,157.0,0,0,1982.0,0,0
1984,10453,2,10,19,157.0,0,0,1973.0,2,1
1984,10454,2,8,052715,6.0,0,0,1973.0,1,1
1984,10455,2,11,S799,62644.0,0,0,1982.0,1,0
1984,10455,2,11,S799,62644.0,0,0,1976.0,0,0
1984,10456,3,14,CAMPBELTON,62644.0,0,0,1977.0,0,0
1984,10456,3,14,CAMPBELTON,62644.0,0,0,1967.0,1,0
1984,10457,5,17,11,5.0,0,0,1978.0,0,1
1984,10457,5,17,11,5.0,0,0,1984.0,1,0
1984,10458,2,16,BOULEVARD,62644.0,0,0,1983.0,1,1
1984,10459,1,1,3,90.0,0,0,1977.0,0,0
1984,10459,1,1,3,90.0,0,0,1979.0,3,0
1984,10460,2,16,91,249.0,0,0,1973.0,0,1
1984,10460,2,16,91,249.0,0,0,1980.0,1,1
1984,10461,5,22,111,94.0,0,0,1970.0,1,0
1984,10462,2,10,209,33.0,0,0,1982.0,1,0
1984,10463,2,22,20,26.0,0,0,1982.0,0,0
1984,10464,2,4,ROCKBRIDGE,62644.0,0,0,1979.0,0,0
1984,10464,2,4,ROCKBRIDGE,62644.0,0,0,1980.0,1,0
1984,10465,5,11,212,73.0,0,0,1981.0,1,0
1984,10466,1,9,16SPUR,4.0,0,0,1975.0,1,1
1984,10467,3,8,1798,62644.0,0,0,1984.0,1,0
1984,10467,3,8,1798,62644.0,0,0,1979.0,0,0
1984,10468,1,20,CATALINADR,1.0,0,0,1979.0,1,0
1984,10469,2,22,23,91.0,0,0,1979.0,0,0
1984,10470,2,1,SSTNMTNLIT,62644.0,0,0,1977.0,1,0
1984,10470,2,1,SSTNMTNLIT,62644.0,0,0,1975.0,0,0
1984,10471,1,4,407-285,384.0,0,0,1975.0,1,0
1984,10471,1,4,407-285,384.0,0,0,1977.0,1,1
1984,10472,2,7,112,68.0,0,0,1979.0,1,1
1984,10472,2,7,112,68.0,0,0,1973.0,0,1
